;;;;;;;;;;;;;No Pobre;;;Pobre;;
N°;NIVEL;DEPARTAMENTO;PROVINCIA;MUNICIPIO / TIOC;ÁREA;Inadecuados Materiales de la Vivienda;Insuficientes Espacios en la Vivienda;Inadecuados Servicios de Agua y Saneamiento;Inadecuados Insumos Energéticos;Insuficiencia en educación;Inadecuada atención en salud;Total Población No Pobre;Necesidades Básicas Satisfechas;Umbral;Total Población Pobre;Moderada;Indigente;Marginal
524;Municipio;COCHABAMBA;Capinota;Sicaya;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
525;Municipio;COCHABAMBA;Capinota;Sicaya;Rural;1.228;2.714;1.757;1.829;2.420;530;48,5;8,3;40,1;51,5;42,9;8,4;0,2
526;Provincia;COCHABAMBA;Germán Jordán;;Germán Jordán;7.927;21.906;6.621;4.535;14.339;3.657;76,2;26,3;49,8;23,8;21,5;2,3;0
527;Provincia;COCHABAMBA;Germán Jordán;;Urbana;1.306;7.641;1.205;206;3.694;999;88,2;34,9;53,3;11,8;11,6;0,2;0
528;Provincia;COCHABAMBA;Germán Jordán;;Rural;6.621;14.265;5.416;4.329;10.645;2.658;69,4;21,5;47,9;30,6;27,1;3,4;0,1
529;Municipio;COCHABAMBA;Germán Jordán;Cliza;Cliza;3.383;12.648;1.997;781;7.479;2.032;84,4;31,7;52,7;15,6;15,2;0,4;0
530;Municipio;COCHABAMBA;Germán Jordán;Cliza;Urbana;1.104;6.414;831;154;2.955;843;88,7;36,1;52,6;11,3;11,2;0,2;0
531;Municipio;COCHABAMBA;Germán Jordán;Cliza;Rural;2.279;6.234;1.166;627;4.524;1.189;79,7;26,9;52,8;20,3;19,7;0,6;0
532;Municipio;COCHABAMBA;Germán Jordán;Toco;Toco;3.138;4.266;2.216;2.135;3.809;747;60,3;14,8;45,5;39,7;36;3,7;0,1
533;Municipio;COCHABAMBA;Germán Jordán;Toco;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
534;Municipio;COCHABAMBA;Germán Jordán;Toco;Rural;3.138;4.266;2.216;2.135;3.809;747;60,3;14,8;45,5;39,7;36;3,7;0,1
535;Municipio;COCHABAMBA;Germán Jordán;Tolata;Tolata;1.406;4.992;2.408;1.619;3.051;878;69;22,7;46,3;31;24,8;6,1;0,1
536;Municipio;COCHABAMBA;Germán Jordán;Tolata;Urbana;202;1.227;374;52;739;156;85,7;28,5;57,2;14,3;13,9;0,4;0
537;Municipio;COCHABAMBA;Germán Jordán;Tolata;Rural;1.204;3.765;2.034;1.567;2.312;722;63,2;20,7;42,5;36,8;28,6;8,1;0,1
538;Provincia;COCHABAMBA;Quillacollo;;Quillacollo;26.438;254.006;72.972;15.710;106.671;54.386;83,8;38,1;45,7;16,2;15,1;1,1;0
539;Provincia;COCHABAMBA;Quillacollo;;Urbana;15.344;229.766;59.905;5.797;87.265;46.924;86,6;40,2;46,3;13,4;12,9;0,5;0
540;Provincia;COCHABAMBA;Quillacollo;;Rural;11.094;24.240;13.067;9.913;19.406;7.462;56,3;16,7;39,5;43,7;36;7,5;0,3
541;Municipio;COCHABAMBA;Quillacollo;Quillacollo;Quillacollo;9.251;103.312;25.684;4.551;41.688;22.423;85,4;39,7;45,7;14,6;13,7;0,9;0
542;Municipio;COCHABAMBA;Quillacollo;Quillacollo;Urbana;6.537;98.106;22.596;2.336;37.528;20.813;87,1;41,1;46,1;12,9;12,4;0,5;0
543;Municipio;COCHABAMBA;Quillacollo;Quillacollo;Rural;2.714;5.206;3.088;2.215;4.160;1.610;48,6;10,5;38,1;51,4;41,9;9,1;0,4
544;Municipio;COCHABAMBA;Quillacollo;Sipesipe;Sipesipe;6.634;36.509;18.421;4.891;24.065;8.953;70,4;19,6;50,7;29,6;26,9;2,7;0,1
545;Municipio;COCHABAMBA;Quillacollo;Sipesipe;Urbana;2.710;24.969;12.832;1.315;14.971;5.684;74,2;20,2;54,1;25,8;24,6;1,1;0
546;Municipio;COCHABAMBA;Quillacollo;Sipesipe;Rural;3.924;11.540;5.589;3.576;9.094;3.269;62,3;18,6;43,7;37,7;31,5;6;0,1
547;Municipio;COCHABAMBA;Quillacollo;Tiquipaya;Tiquipaya;4.913;37.970;9.241;3.470;13.165;7.507;85,8;41,6;44,2;14,2;13,1;1,1;0
548;Municipio;COCHABAMBA;Quillacollo;Tiquipaya;Urbana;2.027;36.069;7.505;824;10.878;6.485;89,7;43,9;45,7;10,3;10,1;0,3;0
549;Municipio;COCHABAMBA;Quillacollo;Tiquipaya;Rural;2.886;1.901;1.736;2.646;2.287;1.022;20,2;2;18,2;79,8;64,5;14,9;0,4
550;Municipio;COCHABAMBA;Quillacollo;Vinto;Vinto;3.383;35.281;15.111;2.284;17.008;8.558;79,1;31,1;48;20,9;19,4;1,5;0,1
551;Municipio;COCHABAMBA;Quillacollo;Vinto;Urbana;1.813;29.688;12.457;808;13.143;6.997;81,7;32,4;49,3;18,3;17,7;0,6;0
552;Municipio;COCHABAMBA;Quillacollo;Vinto;Rural;1.570;5.593;2.654;1.476;3.865;1.561;64,6;24,1;40,5;35,4;28,7;6,3;0,4
553;Municipio;COCHABAMBA;Quillacollo;Colcapirhua;Colcapirhua;2.257;40.934;4.515;514;10.745;6.945;93;52,1;41;7;6,8;0,2;0
554;Municipio;COCHABAMBA;Quillacollo;Colcapirhua;Urbana;2.257;40.934;4.515;514;10.745;6.945;93;52,1;41;7;6,8;0,2;0
555;Municipio;COCHABAMBA;Quillacollo;Colcapirhua;Rural;0;0;0;0;0;0;0;0;0;0;0;0;0
556;Provincia;COCHABAMBA;Chapare;;Chapare;72.760;201.657;100.881;55.154;114.385;49.819;67,9;27,1;40,7;32,1;28;4;0,1
557;Provincia;COCHABAMBA;Chapare;;Urbana;13.173;123.602;40.728;6.287;49.511;29.115;83,4;38,5;44,9;16,6;15,8;0,8;0
558;Provincia;COCHABAMBA;Chapare;;Rural;59.587;78.055;60.153;48.867;64.874;20.704;42;8,3;33,8;58;48,3;9,3;0,4
559;Municipio;COCHABAMBA;Chapare;Sacaba;Sacaba;22.582;130.230;48.915;16.170;58.649;31.735;79,7;36,4;43,2;20,3;18,6;1,7;0
560;Municipio;COCHABAMBA;Chapare;Sacaba;Urbana;11.667;113.689;36.989;5.816;44.144;26.433;84,2;40;44,2;15,8;15,1;0,7;0
561;Municipio;COCHABAMBA;Chapare;Sacaba;Rural;10.915;16.541;11.926;10.354;14.505;5.302;47,7;11,3;36,3;52,3;43,9;8,2;0,3
562;Municipio;COCHABAMBA;Chapare;Colomi;Colomi;8.254;12.590;7.055;7.362;11.491;5.140;49,1;10;39,1;50,9;41,8;8,7;0,4
563;Municipio;COCHABAMBA;Chapare;Colomi;Urbana;739;2.375;436;176;1.708;908;74,5;18,8;55,7;25,5;25,1;0,4;0
564;Municipio;COCHABAMBA;Chapare;Colomi;Rural;7.515;10.215;6.619;7.186;9.783;4.232;43,2;8;35,2;56,8;45,7;10,7;0,5
565;Municipio;COCHABAMBA;Chapare;Villa Tunari;Villa Tunari;41.924;58.837;44.911;31.622;44.245;12.944;43,9;8,8;35,1;56,1;47,4;8,4;0,3
566;Municipio;COCHABAMBA;Chapare;Villa Tunari;Urbana;767;7.538;3.303;295;3.659;1.774;72,9;19,6;53,3;27,1;25,9;1,2;0
567;Municipio;COCHABAMBA;Chapare;Villa Tunari;Rural;41.157;51.299;41.608;31.327;40.586;11.170;39,9;7,3;32,6;60,1;50,4;9,4;0,4
568;Provincia;COCHABAMBA;Tapacarí;;Tapacarí;18.322;15.548;19.320;18.585;15.377;6.632;13,5;1,7;11,8;86,5;58,5;26,6;1,4
569;Provincia;COCHABAMBA;Tapacarí;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
570;Provincia;COCHABAMBA;Tapacarí;;Rural;18.322;15.548;19.320;18.585;15.377;6.632;13,5;1,7;11,8;86,5;58,5;26,6;1,4
571;Municipio;COCHABAMBA;Tapacarí;Tapacarí;Tapacarí;18.322;15.548;19.320;18.585;15.377;6.632;13,5;1,7;11,8;86,5;58,5;26,6;1,4
572;Municipio;COCHABAMBA;Tapacarí;Tapacarí;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
573;Municipio;COCHABAMBA;Tapacarí;Tapacarí;Rural;18.322;15.548;19.320;18.585;15.377;6.632;13,5;1,7;11,8;86,5;58,5;26,6;1,4
574;Provincia;COCHABAMBA;Carrasco;;Carrasco;57.919;114.024;79.758;52.894;85.514;26.413;51;11,5;39,5;49;41,7;7,2;0,2
575;Provincia;COCHABAMBA;Carrasco;;Urbana;3.966;41.644;18.687;2.302;22.903;8.940;74;19;55,1;26;24,9;1;0
576;Provincia;COCHABAMBA;Carrasco;;Rural;53.953;72.380;61.071;50.592;62.611;17.473;38,7;7,5;31,2;61,3;50,6;10,5;0,2
577;Municipio;COCHABAMBA;Carrasco;Totora;Totora;7.859;9.032;10.218;8.016;9.144;3.620;26,7;6,5;20,1;73,3;57,9;15;0,5
578;Municipio;COCHABAMBA;Carrasco;Totora;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
579;Municipio;COCHABAMBA;Carrasco;Totora;Rural;7.859;9.032;10.218;8.016;9.144;3.620;26,7;6,5;20,1;73,3;57,9;15;0,5
580;Municipio;COCHABAMBA;Carrasco;Pojo;Pojo;6.218;8.344;7.603;5.436;7.362;2.133;31;4,9;26,1;69;52,8;15,7;0,5
581;Municipio;COCHABAMBA;Carrasco;Pojo;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
582;Municipio;COCHABAMBA;Carrasco;Pojo;Rural;6.218;8.344;7.603;5.436;7.362;2.133;31;4,9;26,1;69;52,8;15,7;0,5
583;Municipio;COCHABAMBA;Carrasco;Pocona;Pocona;6.772;6.346;6.725;5.625;7.533;1.749;35,5;4,6;30,9;64,5;56,1;8,1;0,2
584;Municipio;COCHABAMBA;Carrasco;Pocona;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
585;Municipio;COCHABAMBA;Carrasco;Pocona;Rural;6.772;6.346;6.725;5.625;7.533;1.749;35,5;4,6;30,9;64,5;56,1;8,1;0,2
586;Municipio;COCHABAMBA;Carrasco;Chimoré;Chimoré;7.466;18.014;11.313;7.347;11.312;3.237;55,3;12,7;42,6;44,7;39,2;5,4;0,1
587;Municipio;COCHABAMBA;Carrasco;Chimoré;Urbana;581;7.030;3.117;305;3.195;1.300;75,4;19,8;55,5;24,6;23,8;0,8;0
588;Municipio;COCHABAMBA;Carrasco;Chimoré;Rural;6.885;10.984;8.196;7.042;8.117;1.937;43;8,3;34,7;57;48,6;8,3;0,2
589;Municipio;COCHABAMBA;Carrasco;Puerto Villarroel;Puerto Villarroel;18.320;43.610;25.714;16.136;29.381;9.115;55,9;13;42,9;44,1;38,9;5,2;0,1
590;Municipio;COCHABAMBA;Carrasco;Puerto Villarroel;Urbana;1.492;15.534;6.921;1.014;8.113;3.547;73,7;19,8;53,9;26,3;25;1,2;0
591;Municipio;COCHABAMBA;Carrasco;Puerto Villarroel;Rural;16.828;28.076;18.793;15.122;21.268;5.568;46,3;9,3;37;53,7;46,3;7,3;0,1
592;Municipio;COCHABAMBA;Carrasco;Entre Ríos;Entre Ríos;11.284;28.678;18.185;10.334;20.782;6.559;58,7;13,8;44,8;41,3;35,1;6,1;0,1
593;Municipio;COCHABAMBA;Carrasco;Entre Ríos;Urbana;1.893;19.080;8.649;983;11.595;4.093;73,8;18,1;55,8;26,2;25,2;1;0
594;Municipio;COCHABAMBA;Carrasco;Entre Ríos;Rural;9.391;9.598;9.536;9.351;9.187;2.466;33,2;6,7;26,5;66,8;51,9;14,7;0,3
595;Provincia;COCHABAMBA;Mizque;;Mizque;19.755;23.931;23.523;21.860;23.202;8.257;31,8;7,5;24,3;68,2;47,7;19,4;1,1
596;Provincia;COCHABAMBA;Mizque;;Urbana;581;4.013;1.275;392;2.602;642;76,2;23,9;52,3;23,8;22,8;1;0
597;Provincia;COCHABAMBA;Mizque;;Rural;19.174;19.918;22.248;21.468;20.600;7.615;22,9;4,2;18,7;77,1;52,7;23,1;1,4
598;Municipio;COCHABAMBA;Mizque;Mizque;Mizque;6.269;12.417;9.863;7.647;11.550;3.415;48,1;11,7;36,4;51,9;42,7;8,9;0,3
599;Municipio;COCHABAMBA;Mizque;Mizque;Urbana;581;4.013;1.275;392;2.602;642;76,2;23,9;52,3;23,8;22,8;1;0
600;Municipio;COCHABAMBA;Mizque;Mizque;Rural;5.688;8.404;8.588;7.255;8.948;2.773;35,5;6,3;29,2;64,5;51,6;12,4;0,5
601;Municipio;COCHABAMBA;Mizque;Vila Vila;Vila Vila;3.838;3.495;4.079;4.318;3.228;1.339;17,4;4,2;13,3;82,6;52,5;27,3;2,8
602;Municipio;COCHABAMBA;Mizque;Vila Vila;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
603;Municipio;COCHABAMBA;Mizque;Vila Vila;Rural;3.838;3.495;4.079;4.318;3.228;1.339;17,4;4,2;13,3;82,6;52,5;27,3;2,8
604;Municipio;COCHABAMBA;Mizque;Alalay;Alalay;2.767;2.454;2.668;2.935;2.234;867;13,9;1,4;12,5;86,1;65;20,2;0,9
605;Municipio;COCHABAMBA;Mizque;Alalay;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
606;Municipio;COCHABAMBA;Mizque;Alalay;Rural;2.767;2.454;2.668;2.935;2.234;867;13,9;1,4;12,5;86,1;65;20,2;0,9
607;Municipio;COCHABAMBA;Mizque;TIOCaRaqaypampa;TIOC-Raqaypampa;6.881;5.565;6.913;6.960;6.190;2.636;8,8;1,8;7;91,2;49,3;39,8;2,1
608;Municipio;COCHABAMBA;Mizque;TIOCaRaqaypampa;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
609;Municipio;COCHABAMBA;Mizque;TIOCaRaqaypampa;Rural;6.881;5.565;6.913;6.960;6.190;2.636;8,8;1,8;7;91,2;49,3;39,8;2,1
610;Provincia;COCHABAMBA;Punata;;Punata;12.893;35.425;14.602;6.373;24.376;7.664;74,6;25,3;49,4;25,4;23,5;1,9;0
611;Provincia;COCHABAMBA;Punata;;Urbana;4.764;21.418;8.696;1.307;13.280;4.539;79,2;28;51,3;20,8;19,9;0,9;0
612;Provincia;COCHABAMBA;Punata;;Rural;8.129;14.007;5.906;5.066;11.096;3.125;67,6;21,2;46,4;32,4;29;3,4;0,1
613;Municipio;COCHABAMBA;Punata;Punata;Punata;5.234;19.749;6.515;1.460;13.634;4.649;78;27;51;22;20,8;1,2;0
614;Municipio;COCHABAMBA;Punata;Punata;Urbana;3.262;14.951;5.015;629;8.997;3.308;81;29,5;51,4;19;18,3;0,7;0
615;Municipio;COCHABAMBA;Punata;Punata;Rural;1.972;4.798;1.500;831;4.637;1.341;68,9;19,2;49,7;31,1;28,4;2,7;0
616;Municipio;COCHABAMBA;Punata;Villa Rivero;Villa Rivero;3.330;4.818;3.026;1.617;3.689;1.013;62,9;19,6;43,3;37,1;33,7;3,2;0,1
617;Municipio;COCHABAMBA;Punata;Villa Rivero;Urbana;799;1.690;1.701;323;1.189;388;53,9;7,3;46,6;46,1;42,3;3,8;0
618;Municipio;COCHABAMBA;Punata;Villa Rivero;Rural;2.531;3.128;1.325;1.294;2.500;625;67;25,2;41,8;33;29,8;3;0,2
619;Municipio;COCHABAMBA;Punata;San Benito;San Benito;1.786;7.441;2.930;1.074;5.327;1.474;79,1;27,7;51,4;20,9;19,3;1,6;0
620;Municipio;COCHABAMBA;Punata;San Benito;Urbana;703;4.777;1.980;355;3.094;843;81,8;29,5;52,2;18,2;17,6;0,6;0
621;Municipio;COCHABAMBA;Punata;San Benito;Rural;1.083;2.664;950;719;2.233;631;74,5;24,4;50,1;25,5;22,2;3,3;0
622;Municipio;COCHABAMBA;Punata;Tacachi;Tacachi;438;745;465;404;367;98;70,4;28,6;41,8;29,6;27,5;2,1;0
623;Municipio;COCHABAMBA;Punata;Tacachi;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
624;Municipio;COCHABAMBA;Punata;Tacachi;Rural;438;745;465;404;367;98;70,4;28,6;41,8;29,6;27,5;2,1;0
625;Municipio;COCHABAMBA;Punata;Villa Gualberto Villarroel;Villa Gualberto Villarroel;2.105;2.672;1.666;1.818;1.359;430;55,7;12,7;43;44,3;38,1;6,1;0
626;Municipio;COCHABAMBA;Punata;Villa Gualberto Villarroel;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
627;Municipio;COCHABAMBA;Punata;Villa Gualberto Villarroel;Rural;2.105;2.672;1.666;1.818;1.359;430;55,7;12,7;43;44,3;38,1;6,1;0
628;Provincia;COCHABAMBA;Bolívar;;Bolívar;6.007;4.761;6.605;6.329;5.072;2.556;14,1;2;12,1;85,9;63,7;21,6;0,6
629;Provincia;COCHABAMBA;Bolívar;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
630;Provincia;COCHABAMBA;Bolívar;;Rural;6.007;4.761;6.605;6.329;5.072;2.556;14,1;2;12,1;85,9;63,7;21,6;0,6
631;Municipio;COCHABAMBA;Bolívar;Bolívar;Bolívar;6.007;4.761;6.605;6.329;5.072;2.556;14,1;2;12,1;85,9;63,7;21,6;0,6
632;Municipio;COCHABAMBA;Bolívar;Bolívar;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
633;Municipio;COCHABAMBA;Bolívar;Bolívar;Rural;6.007;4.761;6.605;6.329;5.072;2.556;14,1;2;12,1;85,9;63,7;21,6;0,6
634;Provincia;COCHABAMBA;Tiraque;;Tiraque;18.263;28.251;15.348;13.887;23.297;8.287;51,9;10;41,9;48,1;41,4;6,6;0,1
635;Provincia;COCHABAMBA;Tiraque;;Urbana;981;7.573;1.927;281;4.155;1.875;76,9;18,8;58,2;23,1;22;1;0
636;Provincia;COCHABAMBA;Tiraque;;Rural;17.282;20.678;13.421;13.606;19.142;6.412;43,7;7,2;36,5;56,3;47,8;8,4;0,2
637;Municipio;COCHABAMBA;Tiraque;Tiraque;Tiraque;10.798;9.658;7.221;7.766;11.161;4.246;41,7;6,2;35,5;58,3;50;8,1;0,2
638;Municipio;COCHABAMBA;Tiraque;Tiraque;Urbana;555;1.483;232;71;940;369;81,4;23,1;58,3;18,6;17,8;0,8;0
639;Municipio;COCHABAMBA;Tiraque;Tiraque;Rural;10.243;8.175;6.989;7.695;10.221;3.877;35,2;3,4;31,8;64,8;55,3;9,3;0,2
640;Municipio;COCHABAMBA;Tiraque;Shinahota;Shinahota;7.465;18.593;8.127;6.121;12.136;4.041;58,9;12,7;46,2;41,1;35,5;5,5;0,1
641;Municipio;COCHABAMBA;Tiraque;Shinahota;Urbana;426;6.090;1.695;210;3.215;1.506;75,6;17,4;58,2;24,4;23,3;1,1;0
642;Municipio;COCHABAMBA;Tiraque;Shinahota;Rural;7.039;12.503;6.432;5.911;8.921;2.535;51;10,5;40,6;49;41,2;7,6;0,1
643;Departamento;ORURO;;;ORURO;119.875;333.417;208.229;113.249;136.958;87.472;66,9;31;35,9;33,1;28,5;4,4;0,1
644;Departamento;ORURO;;;Urbana;19.390;187.280;53.426;6.506;59.253;49.730;86,9;44,7;42,3;13,1;12,3;0,7;0
645;Departamento;ORURO;;;Rural;100.485;146.137;154.803;106.743;77.705;37.742;33,1;7,8;25,2;66,9;56;10,7;0,2
646;Provincia;ORURO;Cercado;;Cercado;35.675;186.760;74.653;24.176;64.505;51.279;80,7;41,5;39,2;19,3;17,1;2,1;0,1
647;Provincia;ORURO;Cercado;;Urbana;15.208;158.776;43.195;5.066;47.655;43.227;87,4;46,3;41,1;12,6;11,8;0,7;0
648;Provincia;ORURO;Cercado;;Rural;20.467;27.984;31.458;19.110;16.850;8.052;30,5;5,4;25,1;69,5;56,8;12,3;0,4
649;Municipio;ORURO;Cercado;Oruro;Oruro;14.163;154.512;40.453;4.622;46.240;42.105;87,7;46,8;40,9;12,3;11,6;0,7;0
650;Municipio;ORURO;Cercado;Oruro;Urbana;14.131;154.449;40.368;4.588;46.193;42.091;87,7;46,8;40,9;12,3;11,5;0,7;0
651;Municipio;ORURO;Cercado;Oruro;Rural;32;63;85;34;47;14;19,6;3,3;16,3;80,4;70,7;9,8;0
652;Municipio;ORURO;Cercado;Caracollo;Caracollo;8.365;14.547;14.041;7.223;6.963;4.335;48,6;14,1;34,5;51,4;45,1;6,3;0,1
653;Municipio;ORURO;Cercado;Caracollo;Urbana;1.077;4.327;2.827;478;1.462;1.136;75,3;28;47,4;24,7;23,3;1,4;0
654;Municipio;ORURO;Cercado;Caracollo;Rural;7.288;10.220;11.214;6.745;5.501;3.199;35,6;7,3;28,2;64,4;55,6;8,7;0,1
655;Municipio;ORURO;Cercado;El Choro;El Choro;7.714;7.353;9.163;7.569;3.813;1.325;7;0,9;6,1;93;66,9;25,1;1
656;Municipio;ORURO;Cercado;El Choro;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
657;Municipio;ORURO;Cercado;El Choro;Rural;7.714;7.353;9.163;7.569;3.813;1.325;7;0,9;6,1;93;66,9;25,1;1
658;Municipio;ORURO;Cercado;Paria;Paria;5.433;10.348;10.996;4.762;7.489;3.514;40,2;6,4;33,8;59,8;51,8;7,8;0,2
659;Municipio;ORURO;Cercado;Paria;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
660;Municipio;ORURO;Cercado;Paria;Rural;5.433;10.348;10.996;4.762;7.489;3.514;40,2;6,4;33,8;59,8;51,8;7,8;0,2
661;Provincia;ORURO;Abaroa;;Abaroa;16.604;24.544;23.913;16.174;17.567;9.444;40,3;11,3;28,9;59,7;48;11,3;0,4
662;Provincia;ORURO;Abaroa;;Urbana;1.167;6.725;2.626;262;3.463;2.770;75,9;24,4;51,6;24,1;22,9;1,2;0
663;Provincia;ORURO;Abaroa;;Rural;15.437;17.819;21.287;15.912;14.104;6.674;23,8;5,3;18,5;76,2;59,6;16;0,6
664;Municipio;ORURO;Abaroa;Challapata;Challapata;14.568;21.526;20.629;13.994;16.020;8.806;40;10,6;29,3;60;47,8;11,8;0,4
665;Municipio;ORURO;Abaroa;Challapata;Urbana;1.167;6.725;2.626;262;3.463;2.770;75,9;24,4;51,6;24,1;22,9;1,2;0
666;Municipio;ORURO;Abaroa;Challapata;Rural;13.401;14.801;18.003;13.732;12.557;6.036;19,6;2,9;16,7;80,4;61,9;17,8;0,7
667;Municipio;ORURO;Abaroa;Santuario de Quillacas;Santuario de Quillacas;2.036;3.018;3.284;2.180;1.547;638;42,5;16,2;26,3;57,5;49,6;7,8;0,1
668;Municipio;ORURO;Abaroa;Santuario de Quillacas;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
669;Municipio;ORURO;Abaroa;Santuario de Quillacas;Rural;2.036;3.018;3.284;2.180;1.547;638;42,5;16,2;26,3;57,5;49,6;7,8;0,1
670;Provincia;ORURO;Carangas;;Carangas;9.521;14.941;15.857;12.514;5.251;2.489;20,6;4,5;16,1;79,4;69,8;9,5;0,1
671;Provincia;ORURO;Carangas;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
672;Provincia;ORURO;Carangas;;Rural;9.521;14.941;15.857;12.514;5.251;2.489;20,6;4,5;16,1;79,4;69,8;9,5;0,1
673;Municipio;ORURO;Carangas;Corque;Corque;8.332;12.911;13.841;10.748;4.603;2.285;20,2;4,2;16;79,8;69,2;10,4;0,1
674;Municipio;ORURO;Carangas;Corque;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
675;Municipio;ORURO;Carangas;Corque;Rural;8.332;12.911;13.841;10.748;4.603;2.285;20,2;4,2;16;79,8;69,2;10,4;0,1
676;Municipio;ORURO;Carangas;Choquecota;Choquecota;1.189;2.030;2.016;1.766;648;204;22,8;6,4;16,4;77,2;73,6;3,5;0,1
677;Municipio;ORURO;Carangas;Choquecota;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
678;Municipio;ORURO;Carangas;Choquecota;Rural;1.189;2.030;2.016;1.766;648;204;22,8;6,4;16,4;77,2;73,6;3,5;0,1
679;Provincia;ORURO;Sajama;;Sajama;7.086;8.726;8.787;8.015;4.430;2.017;27;8,7;18,3;73;61,2;11,6;0,1
680;Provincia;ORURO;Sajama;;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
681;Provincia;ORURO;Sajama;;Rural;7.086;8.726;8.787;8.015;4.430;2.017;27;8,7;18,3;73;61,2;11,6;0,1
682;Municipio;ORURO;Sajama;Curahuara de Carangas;Curahuara de Carangas;4.039;4.584;4.713;4.152;2.573;1.161;27,1;8,4;18,6;72,9;61;11,8;0,1
683;Municipio;ORURO;Sajama;Curahuara de Carangas;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
684;Municipio;ORURO;Sajama;Curahuara de Carangas;Rural;4.039;4.584;4.713;4.152;2.573;1.161;27,1;8,4;18,6;72,9;61;11,8;0,1
685;Municipio;ORURO;Sajama;Turco;Turco;3.047;4.142;4.074;3.863;1.857;856;27;9,1;17,9;73;61,5;11,3;0,1
686;Municipio;ORURO;Sajama;Turco;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
687;Municipio;ORURO;Sajama;Turco;Rural;3.047;4.142;4.074;3.863;1.857;856;27;9,1;17,9;73;61,5;11,3;0,1
688;Provincia;ORURO;Litoral;;Litoral;2.266;11.309;5.249;3.170;3.031;2.700;62,6;10,1;52,5;37,4;32,7;4,6;0,1
689;Provincia;ORURO;Litoral;;Urbana;606;4.695;1.601;676;1.206;912;75,9;12,7;63,2;24,1;22,8;1,3;0
690;Provincia;ORURO;Litoral;;Rural;1.660;6.614;3.648;2.494;1.825;1.788;52,2;8,1;44,1;47,8;40,5;7,2;0,1
691;Municipio;ORURO;Litoral;Huachacalla;Huachacalla;283;2.675;805;189;842;622;77,8;14,3;63,4;22,2;21,5;0,8;0
692;Municipio;ORURO;Litoral;Huachacalla;Urbana;234;2.572;691;164;823;592;79,1;14,7;64,5;20,9;20,1;0,8;0
693;Municipio;ORURO;Litoral;Huachacalla;Rural;49;103;114;25;19;30;39,2;4,8;34,4;60,8;60;0,8;0
694;Municipio;ORURO;Litoral;Escara;Escara;1.010;3.477;2.074;1.426;685;1.009;53,1;7,3;45,8;46,9;38,1;8,8;0,1
695;Municipio;ORURO;Litoral;Escara;Urbana;372;2.123;910;512;383;320;71,4;10;61,4;28,6;26,6;2,1;0
696;Municipio;ORURO;Litoral;Escara;Rural;638;1.354;1.164;914;302;689;24,2;3;21,1;75,8;56,4;19,3;0,2
697;Municipio;ORURO;Litoral;Cruz de Machacamarca;Cruz de Machacamarca;262;1.222;625;314;294;341;56,5;10,8;45,7;43,5;35,9;7,6;0,1
698;Municipio;ORURO;Litoral;Cruz de Machacamarca;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
699;Municipio;ORURO;Litoral;Cruz de Machacamarca;Rural;262;1.222;625;314;294;341;56,5;10,8;45,7;43,5;35,9;7,6;0,1
700;Municipio;ORURO;Litoral;Yunguyo del Litoral;Yunguyo del Litoral;142;752;94;250;240;88;72,3;8,3;64;27,7;26;1,7;0
701;Municipio;ORURO;Litoral;Yunguyo del Litoral;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
702;Municipio;ORURO;Litoral;Yunguyo del Litoral;Rural;142;752;94;250;240;88;72,3;8,3;64;27,7;26;1,7;0
703;Municipio;ORURO;Litoral;Esmeralda;Esmeralda;569;3.183;1.651;991;970;640;58,2;9,3;48,9;41,8;38,3;3,4;0,1
704;Municipio;ORURO;Litoral;Esmeralda;Urbana;0;0;0;0;0;0;0;0;0;0;0;0;0
705;Municipio;ORURO;Litoral;Esmeralda;Rural;569;3.183;1.651;991;970;640;58,2;9,3;48,9;41,8;38,3;3,4;0,1
