codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,ingresos_total,recursos_propios,recursos_especificos,recursos_especificos_gam_gaioc,otros_recursos_especificos,transferencias_tgn,coparticipacion,idh,regalias,otros_recursos,autonomia_fiscal_pct,autonomia_fiscal_aplica,autonomia_fiscal_base,dependencia_tgn_pct,coparticipacion_pct,idh_pct,regalias_pct,recursos_especificos_pct,recursos_especificos_gam_gaioc_pct,otros_recursos_especificos_pct
"1712","Gobierno Autónomo Municipal de Yapacaní","Santa Cruz","municipal","GAM",82374547.0,16111500.0,19652608.0,16111500.0,3541108.0,59837405.0,47956464.0,4362011.0,0.0,7518930.0,19.558833,True,"20/210 Recursos Específicos GAM/GAIOC",72.640648,58.217575,5.295338,0.0,23.857622,19.558833,4.298789
"906","Gobierno Autónomo Departamental de Tarija","Tarija","departamental","GAD",840539499.0,None,347925821.0,0.0,35464286.0,469436912.0,0.0,53859823.0,312461535.0,415577089.0,None,False,"No calculado para entidades no GAM/GAIOC",55.849477,0.0,6.407768,37.173926,41.393155,0.0,4.219229
"1603","Gobierno Autónomo Municipal de Bermejo","Tarija","municipal","GAM",92477448.0,28548154.0,28552087.0,28548154.0,3933.0,50347537.0,37860713.0,9854825.0,0.0,2631999.0,30.870396,True,"20/210 Recursos Específicos GAM/GAIOC",54.443043,40.940482,10.656463,0.0,30.874648,30.870396,0.004253
"1605","Gobierno Autónomo Municipal de Caraparí","Tarija","municipal","GAM",51198627.0,5771576.0,5983126.0,5771576.0,211550.0,19062373.0,14111089.0,4847932.0,0.0,103352.0,11.272912,True,"20/210 Recursos Específicos GAM/GAIOC",37.232196,27.56146,9.468871,0.0,11.686106,11.272912,0.413195
"1610","Gobierno Autónomo Municipal de El Puente","Tarija","municipal","GAM",22257153.0,2200000.0,2324801.0,2200000.0,0.0,16818476.0,8191431.0,2623618.0,124801.0,6003427.0,9.884463,True,"20/210 Recursos Específicos GAM/GAIOC",75.564364,36.803588,11.787752,0.560723,10.445186,9.884463,0.0
"1611","Gobierno Autónomo Municipal de Entre Ríos","Tarija","municipal","GAM",33960713.0,1516883.0,1967553.0,1516883.0,446705.0,26494360.0,19851199.0,6592054.0,3965.0,51107.0,4.466582,True,"20/210 Recursos Específicos GAM/GAIOC",78.014734,58.453422,19.410823,0.011675,5.793615,4.466582,1.315358
"1602","Gobierno Autónomo Municipal de Padcaya","Tarija","municipal","GAM",38045325.0,1000000.0,1003461.0,1000000.0,3461.0,33909738.0,14784422.0,4740670.0,0.0,14384646.0,2.628444,True,"20/210 Recursos Específicos GAM/GAIOC",89.129842,38.860023,12.460585,0.0,2.637541,2.628444,0.009097
"1609","Gobierno Autónomo Municipal de San Lorenzo","Tarija","municipal","GAM",44450081.0,6487358.0,6801295.0,6487358.0,313937.0,34179680.0,25898940.0,8202028.0,0.0,78712.0,14.594705,True,"20/210 Recursos Específicos GAM/GAIOC",76.894528,58.265226,18.452223,0.0,15.300973,14.594705,0.706269
"1601","Gobierno Autónomo Municipal de Tarija","Tarija","municipal","GAM",567296182.0,205725564.0,209725931.0,205725564.0,4000367.0,317161584.0,225082273.0,73452621.0,0.0,18626690.0,36.264225,True,"20/210 Recursos Específicos GAM/GAIOC",55.907583,39.676324,12.947843,0.0,36.969389,36.264225,0.705164
"1607","Gobierno Autónomo Municipal de Uriondo (Concepción)","Tarija","municipal","GAM",33139396.0,4860624.0,4860624.0,4860624.0,0.0,24362011.0,13470123.0,4253088.0,0.0,6638800.0,14.667208,True,"20/210 Recursos Específicos GAM/GAIOC",73.513745,40.646857,12.833933,0.0,14.667208,14.667208,0.0
"1606","Gobierno Autónomo Municipal de Villamontes","Tarija","municipal","GAM",93009878.0,13896607.0,16401481.0,13896607.0,2503886.0,51126233.0,38251771.0,12813558.0,988.0,60904.0,14.941001,True,"20/210 Recursos Específicos GAM/GAIOC",54.968606,41.126568,13.776556,0.001062,17.634128,14.941001,2.692065
"1604","Gobierno Autónomo Municipal de Yacuiba","Tarija","municipal","GAM",194028218.0,43261322.0,49012555.0,43261322.0,5751233.0,112393807.0,84923518.0,27165563.0,0.0,304726.0,22.296407,True,"20/210 Recursos Específicos GAM/GAIOC",57.926526,43.768643,14.000831,0.0,25.260529,22.296407,2.964122
"1608","Gobierno Autónomo Municipal de Yunchara","Tarija","municipal","GAM",9529971.0,313544.0,313544.0,313544.0,0.0,5793767.0,4140180.0,1423350.0,0.0,230237.0,3.290083,True,"20/210 Recursos Específicos GAM/GAIOC",60.795222,43.443784,14.935512,0.0,3.290083,3.290083,0.0
"4601","Gobierno Autónomo Regional del Gran Chaco","Tarija","regional","GAR",289805279.0,None,267551355.0,0.0,4950544.0,22253924.0,0.0,22253924.0,262600811.0,0.0,None,False,"No calculado para entidades no GAM/GAIOC",7.678923,0.0,7.678923,90.612846,92.321077,0.0,1.708231
