DEPARTAMEN,PROVINCIA,MUNICIPIO,CAPITAL,F_LEY_PROV,LEY_MUN,F_LEY_MUN,X,Y,MUN_ALTERN,PIB_USD2017,POB_ESTIMADA,POP_WORLDPOP_PONDERADOR,CELDAS_INTERSECTADAS,PIBPC_USD2017,PIB_USD2017_RHZ_WORLDPOP,PIBPC_USD2017_RHZ_WORLDPOP,FACTOR_BENCHMARK_INE_2021,PART_INE_2021,POB_ESTIMADA_RHZ_WORLDPOP,POB_RETRO_2021,POB_2012_INE,POB_2024_CENSO,PIB_MUNICIPAL_BENCHMARK_USD2017_2021,PIBpc_RETRO_2021_USD2017,PIBpc_RETRO_2021_STATUS,PIBpc_RETRO_2021_FORMULA
Chuquisaca,Luis Calvo,Macharetí,Villa de Macharetí,1947-11-14,ML,1950-01-04,-62.882725528,-20.7344252332,Macharetí,43504595.21056028,15630.44725607344,6513.5929480651575,25,2783.323758931845,39816102.806199744,2547.342513870076,1.092638207770204,0.0450991724414834,15630.44725607344,7280.322348,7418,7235,43504595.21056028,5975.641342477149,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Andrés Ibáñez,Porongo,Porongo (Ayacucho),1944-12-06,1522,1993-12-13,-63.3648655158,-17.7503118828,Porongo (Ayacucho),59604193.52789213,16226.292101753716,21351.3548267582,6,3673.309537022952,57524404.84967665,3545.13554230048,1.0361548925825552,0.3110055708407956,16226.292101753716,20862.618624,15317,23126,59604193.52789213,2856.9852424988753,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Ñuflo De Chávez,San Javier,San Javier,1915-09-16,CSL,1915-09-16,-62.4908696082,-16.233748337,San Javier,35181384.8109944,15170.613311235547,16444.528853743337,8,2319.0482869231546,33953789.209359296,2238.1289742724307,1.0361548925825552,0.3110055708407956,15170.613311235547,14560.341027,13620,14888,35181384.8109944,2416.247308047916,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Chapare,Villa Tunari,Villa Tunari,1854-06-10,MDS,1970-06-04,-65.571835347,-16.6345803631,Villa Tunari,144623410.6450042,80847.47823428582,74006.67933269191,32,1788.842568792359,168115096.14022857,2079.41051238546,0.860264271117988,0.1718551800718803,80847.47823428582,87573.215423,71386,93747,144623410.6450042,1651.4571258639032,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Carrasco,Chimoré,Chimoré,1926-09-14,633,1984-09-13,-64.9112188058,-16.558197565,Chimoré,34585701.461444885,18610.5860829124,23187.636941390032,12,1858.3886239456092,40203577.6942099,2160.2531760739903,0.860264271117988,0.1718551800718803,18610.5860829124,25944.366105,21736,27521,34585701.461444885,1333.0717475280917,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Tiraque,Tiraque,Tiraque,1986-10-15,888,1986-10-15,-65.5173096085,-17.3365544649,Tiraque,56120679.96682234,29374.635593972624,12728.76658570303,10,1910.51493344611,65236557.94037413,2220.8465440081923,0.860264271117988,0.1718551800718803,29374.635593972624,19128.501436,21231,18475,56120679.96682234,2933.877499769162,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Tiraque,Shinahota,Shinahota,1986-10-15,4047,2009-07-04,-65.3182572206,-17.0591777002,Shinahota,32729809.831042483,15371.306326088634,30571.83087920334,5,2129.279655008402,38046227.107057765,2475.145983037537,0.860264271117988,0.1718551800718803,15371.306326088634,25428.505883,20841,27172,32729809.831042483,1287.13067066817,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Sur Cinti,Culpina,Culpina,1944-03-23,ML,1960-12-20,-64.5720022582,-20.8697761123,Culpina,32738293.9159399,14560.966583193822,15294.208902138984,15,2248.3599374320547,29962611.304569345,2057.7350503057955,1.092638207770204,0.0450991724414834,14560.966583193822,15521.520993,17731,14848,32738293.9159399,2109.2194464458003,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Chuquisaca,Nor Cinti,Incahuasi,Incahuasi,1984-10-03,643,1984-10-03,-64.5723537511,-20.5907602285,Incahuasi,29262325.15969584,13396.940206823156,14856.904515779885,6,2184.2543676348077,26781348.98779788,1999.064605375931,1.092638207770204,0.0450991724414834,13396.940206823156,15550.683765,13056,16484,29262325.15969584,1881.7388098510326,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Ichilo,San Juan,San Juan,1926-04-08,2233,2001-07-26,-63.9987648468,-16.8614961446,San Juan,35952649.84210828,15470.149601609535,13152.940887089284,8,2324.001432951089,34698142.236725256,2242.909288551108,1.0361548925825552,0.3110055708407956,15470.149601609535,9937.813,9191,10200,35952649.84210828,3617.7627656224977,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Tomás Frías,Tinguipaya,Tinguipaya,1993-11-10,1669,1995-10-31,-65.9040959582,-19.1700080476,Tinguipaya,33458598.41459341,16116.1367428322,51717.97508794261,8,2076.092983603805,32471023.12466852,2014.8143219937808,1.0304140490471525,0.0627775447835225,16116.1367428322,28496.310245,27200,28942,33458598.41459341,1174.1379191447154,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Obispo Santistéban,Montero,Montero,1941-12-02,CSL,1941-12-02,-63.2499004885,-17.3328692562,Montero,406576193.8520833,151263.48491344185,151291.5531360279,2,2687.8674260661137,392389397.3406969,2594.078786200355,1.0361548925825552,0.3110055708407956,151263.48491344185,122301.464098,109518,126886,406576193.8520833,3324.3771597586024,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Iténez,Baures,Baures,1995-10-31,1669,1995-10-31,-62.8753745079,-13.6251416398,Baures,16260838.755090931,7160.219937121786,11721.050138429106,44,2270.997105939088,16268306.84379786,2272.040103049862,0.9995409424730776,0.0355050251817614,7160.219937121786,7074.194378,5965,7488,16260838.755090931,2298.6135078125394,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Guarayos,Ascención de Guarayos,Ascención de Guarayos,1990-03-06,1143,1990-03-06,-63.4308759118,-15.3439097857,Ascención de Guarayos,66064333.23932538,25444.28920298221,55115.65959786336,25,2596.430684791237,63759128.78687849,2505.8325771350515,1.0361548925825552,0.3110055708407956,25444.28920298221,32172.676776,27070,34079,66064333.23932538,2053.4298000305143,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Marbán,San Andrés,San Andrés,1937-12-03,CSL,1941-11-27,-64.142300199,-15.3740069743,San Andrés,34373615.25744861,11684.671800024007,28012.56258160778,28,2941.7698541929085,34389401.97126988,2943.120916002041,0.9995409424730776,0.0355050251817614,11684.671800024007,14739.06782,12503,15570,34373615.25744861,2332.1430959212576,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Marbán,Loreto,Loreto,1937-12-03,CSL,1941-11-27,-64.9204166036,-15.5680904885,Loreto,30930053.616939142,15173.911534340685,7251.498651201859,21,2038.370498400502,30944258.81186177,2039.3066574713173,0.9995409424730776,0.0355050251817614,15173.911534340685,4154.201884,3828,4269,30930053.616939142,7445.48639642,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Arani,Vacas,Vacas,1914-11-24,CSL,1914-11-24,-65.5825610899,-17.5890419755,Vacas,23875841.49258949,12912.68423536605,9716.678372388891,3,1849.0223300897328,27754077.780727506,2149.365482407828,0.860264271117988,0.1718551800718803,12912.68423536605,8538.717475,8940,8409,23875841.49258949,2796.185909990896,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Carrasco,Pocona,Pocona,1926-09-14,MDS,1906-11-27,-65.3718448584,-17.6818010528,Pocona,36886470.318236336,20934.54167965617,11830.249091482614,7,1761.9908227597823,42878068.46877317,2048.1971435009414,0.860264271117988,0.1718551800718803,20934.54167965617,11862.24334,10750,12258,36886470.318236336,3109.5695191401473,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Warnes,Okinawa Uno,Okinawa Uno,1919-11-27,1837,1998-04-06,-62.8653660948,-17.3231626285,Okinawa Uno,193026856.82368267,57561.820509982965,17438.27724038497,6,3353.38345996555,186291507.38513097,3236.372750803154,1.0361548925825552,0.3110055708407956,57561.820509982965,11092.812938,12482,10665,193026856.82368267,17401.07382123249,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Warnes,Warnes,Warnes,1919-11-27,1837,1998-04-06,-63.0701384196,-17.4117280543,Warnes,371645968.5386823,91844.03345089503,123442.41937067552,7,4046.4900611903663,358678003.8381873,3905.294556014426,1.0361548925825552,0.3110055708407956,91844.03345089503,135142.903815,96406,151248,371645968.5386823,2750.022073288849,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Obispo Santistéban,General Saavedra,General Saavedra,1941-12-02,CSL,1941-12-02,-63.1762704831,-17.1681743435,General Saavedra,52883944.56477762,20024.740620940385,20016.060569353387,5,2640.93031544566,51038647.73824258,2548.779467578729,1.0361548925825552,0.3110055708407956,20024.740620940385,15965.50642,14209,16598,52883944.56477762,3312.387541861318,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Obispo Santistéban,Fernández Alonso,Fernández Alonso,1941-12-02,2320,2002-01-28,-63.2123267534,-16.8886669624,Fernández Alonso,54063841.93991505,22856.22193309168,21082.704030475987,5,2365.3883873799973,52177374.567198254,2282.852114401936,1.0361548925825552,0.3110055708407956,22856.22193309168,14735.133171,15117,14610,54063841.93991505,3669.043320532365,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Obispo Santistéban,Mineros,Mineros,1941-12-02,577,1983-10-27,-63.2730267245,-17.0528301372,Mineros,86801095.29849067,33042.095519822644,32858.21038148781,4,2626.985181566856,83772316.20471726,2535.3209258311267,1.0361548925825552,0.3110055708407956,33042.095519822644,23145.169635,23251,23110,86801095.29849067,3750.2898733426387,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Florida,Pampa Grande,Pampa Grande,1924-12-15,ML,1924-12-15,-64.1534336693,-18.0454004315,Pampa Grande,25021584.973861314,11443.299705411257,12747.646198093104,8,2186.5707984585265,24148498.60091524,2110.274066272686,1.0361548925825552,0.3110055708407956,11443.299705411257,9566.066716,9198,9692,25021584.973861314,2615.660722141457,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Florida,Mairana,Mairana,1924-12-15,CSDS,1938-05-12,-64.0068969626,-17.9845787204,Mairana,25874553.519740164,11542.422181428525,14151.623421437484,5,2241.69183149198,24971704.235502243,2163.47174301778,1.0361548925825552,0.3110055708407956,11542.422181428525,12040.767087,10177,12735,25874553.519740164,2148.912385174692,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Carrasco,Puerto Villarroel,Puerto Villarroel,1926-09-14,537,1980-04-14,-64.8840459528,-17.0318868672,Puerto Villarroel,55930178.369402245,26684.099516897924,47217.50792723427,10,2096.011459333076,65015112.50341262,2436.4739181939144,0.860264271117988,0.1718551800718803,26684.099516897924,59539.960932,46627,64595,55930178.369402245,939.3721039365728,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Sara,Colpa Bélgica,Colpa Bélgica,1883-09-25,2325,2002-02-01,-63.292369664,-17.5436018064,Colpa Bélgica,25406743.733170472,6738.683397463671,8433.248621759041,4,3770.283041155064,24520217.88928261,3638.7253181402784,1.0361548925825552,0.3110055708407956,6738.683397463671,6022.440366,6069,6007,25406743.733170472,4218.679171317517,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Germán Busch,Puerto Suarez,Puerto Suarez,1984-11-30,672,1984-11-30,-58.2392165665,-19.072275805,Puerto Suarez,85162814.94303355,22602.39513299204,27562.608677077005,36,3767.8668318971177,82191200.90314898,3636.393418464618,1.0361548925825552,0.3110055708407956,22602.39513299204,17990.996417,19829,17417,85162814.94303355,4733.635256639132,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,El Carmen Rivero Tórrez,1984-11-30,2015,1999-09-23,-58.574740641,-18.4526778104,El Carmen Rivero Tórrez,66451393.597074986,19237.680058524016,8978.101404547648,26,3454.231144031895,64132683.32058809,3333.701523545796,1.0361548925825552,0.3110055708407956,19237.680058524016,8119.144028,6342,8816,66451393.597074986,8184.531936927542,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Angel Sandoval,San Matías,San Matías,1948-12-16,CSL,1948-12-16,-58.8233464109,-17.2550659997,San Matías,63834777.26160309,16176.992217288667,20225.56571306724,54,3946.022623005383,61607369.43730358,3808.3327611088657,1.0361548925825552,0.3110055708407956,16176.992217288667,15145.793288,14470,15378,63834777.26160309,4214.686946340086,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Ayopaya,Ayopaya,Villa de Independencia,1826-02-15,ML,1899-12-26,-66.8052874221,-17.1439084255,Independencia,36895252.46113784,21466.38424663252,24740.90330980723,7,1718.7455529184278,42888277.12580607,1997.927393502893,0.860264271117988,0.1718551800718803,21466.38424663252,22261.832966,23658,21815,36895252.46113784,1657.3321934802605,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Velasco,San Ignacio,San Ignacio,1880-10-12,CSL,1880-10-12,-60.9945359351,-15.0296081097,San Ignacio de Velasco,211266660.4069248,69650.4688874227,73116.00637439497,94,3033.241036013683,203894863.5182864,2927.401161474524,1.0361548925825552,0.3110055708407956,69650.4688874227,63068.2106,52362,67103,211266660.4069248,3349.8121858214777,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Guarayos,Urubicha,Urubicha,1990-03-06,1143,1990-03-06,-63.0185819905,-14.9527337818,Urubicha,32181526.75262985,14210.702245785324,14350.601382044842,38,2264.5979203578345,31058606.18234334,2185.578562210382,1.0361548925825552,0.3110055708407956,14210.702245785324,6669.703968,7026,6555,32181526.75262985,4825.0307518569925,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Cercado,Trinidad,Trinidad,1856-07-09,1669,1995-10-31,-64.6573311135,-14.834972123,Trinidad,296924329.3436845,123602.2918137758,206205.5773046604,13,2402.255856153887,297060697.2927296,2403.359136255283,0.9995409424730776,0.0355050251817614,123602.2918137758,122698.171646,106596,128589,296924329.3436845,2419.9572443612396,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Moxos,San Ignacio,San Ignacio,1941-11-27,CSL,1856-07-09,-65.6867458065,-15.46858664,San Ignacio,59509683.23636828,24767.24114682577,25796.589686636515,53,2402.7578559752174,59537014.15084471,2403.8613666292463,0.9995409424730776,0.0355050251817614,24767.24114682577,63068.2106,52362,67103,59509683.23636828,943.5765288077063,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Cercado,San Javier,San Javier,1856-07-09,CSDS,1856-07-09,-64.4254224152,-14.4220614976,San Javier,30319323.86412539,12329.518783322656,10476.479489480043,19,2459.084121363794,30333248.57019755,2460.2135008892137,0.9995409424730776,0.0355050251817614,12329.518783322656,14560.341027,13620,14888,30319323.86412539,2082.322371961664,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Obispo Santistéban,San Pedro,San Pedro,1941-12-02,2321,2002-01-28,-63.6119732803,-16.5173365309,San Pedro,71735754.7136696,27687.701723101283,26028.61387174408,13,2590.8887429907822,69232655.4911809,2500.484012127901,1.0361548925825552,0.3110055708407956,27687.701723101283,16130.295758,19103,15246,71735754.7136696,4447.2684065775575,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Santa Cruz,Ñuflo De Chávez,San Antonio de Lomerio,San Antonio de Lomerio,1915-09-16,1965,1999-03-24,-61.8741502326,-16.8063462089,San Antonio de Lomerio,26979111.663181607,12383.121218321869,9049.690574559558,9,2178.700441312304,26037720.66928889,2102.678332080276,1.0361548925825552,0.3110055708407956,12383.121218321869,6393.050479,6481,6364,26979111.663181607,4220.068612349774,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Carrasco,Pojo,Pojo,1926-09-14,ML,1900-01-08,-64.8635686791,-17.6005757141,Pojo,32056120.94801134,16745.833020830647,10877.362465368216,9,1914.2744889511175,37263108.58679698,2225.2167772391062,0.860264271117988,0.1718551800718803,16745.833020830647,11412.518117,10156,11865,32056120.94801134,2808.8560841526496,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Carrasco,Entre Ríos,Entre Ríos,1926-09-14,2126,2000-09-25,-64.5456213959,-17.3116931858,Entre Rios (Bulo Bulo),99274967.63548727,43313.91611822575,34796.52192703593,8,2291.987807440807,115400547.21378914,2664.283388710506,0.860264271117988,0.1718551800718803,43313.91611822575,21140.216233,21991,20864,99274967.63548727,4696.024229015415,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Chapare,Colomi,Colomi,1854-06-10,ML,1945-11-13,-65.9205656841,-17.233268378,Colomi,39978558.54716636,19694.610088639303,17505.721562462983,3,2029.923840443417,46472415.3837178,2359.651456645241,0.860264271117988,0.1718551800718803,19694.610088639303,21175.508973,19285,21846,39978558.54716636,1887.9621075026216,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Mizque,Alalay,Alalay,1876-06-24,1090,1989-02-21,-65.6300251915,-17.7732610441,Alalay,8685146.836133383,4810.6226108963365,3639.106218190551,2,1805.410138899906,10095905.558005195,2098.6692107456925,0.860264271117988,0.1718551800718803,4810.6226108963365,3495.635984,3447,3512,8685146.836133383,2484.568438092183,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Cochabamba,Mizque,Vila Vila,Vila Vila,1876-06-24,ML,1941-11-28,-65.6714027838,-17.9782481521,Vila Vila,12718797.057442188,7150.084911537971,5614.437364097961,4,1778.831610365645,14784755.666898742,2067.7734390315886,0.860264271117988,0.1718551800718803,7150.084911537971,5296.942833,5459,5244,12718797.057442188,2401.158075323989,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Abel Iturralde,Ixiamas,Ixiamas,1938-09-24,273,1963-12-14,-68.0183319387,-13.0899043302,Ixiamas,35988915.99678861,15857.659021669106,10520.708848889471,70,2269.497404857213,36642270.93526375,2310.6986274072974,0.9821693655497108,0.2591222906876548,15857.659021669106,11694.745847,9362,12595,35988915.99678861,3077.357684060423,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Muñecas,Ayata,Ayata,1826-10-18,CSDS,1957-09-14,-68.7109999104,-15.3200138151,Ayata,14368786.37479329,8503.715893513097,9663.798845041398,7,1689.7067769813727,14629642.176582463,1720.3822846130615,0.9821693655497108,0.2591222906876548,8503.715893513097,8870.104548,8410,9029,14368786.37479329,1619.911726681656,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Potosí,Antonio Quijarro,Uyuni,Uyuni,1967-01-27,CSL,1889-11-05,-66.7893740363,-20.0652777196,Uyuni (Thola Pampa),102481433.7827796,40108.76131382449,57778.77947489747,27,2555.088475082296,99456557.17480418,2479.671620786852,1.0304140490471525,0.0627775447835225,40108.76131382449,33813.006014,29672,35318,102481433.7827796,3030.8288396543185,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Pacajes,Waldo Ballivian,Waldo Ballivian,1856-03-29,1087,1989-02-21,-68.2193859265,-17.1150973219,Waldo Ballivian,6085952.731877944,3046.4710719720288,5391.862330462143,2,1997.7057349631784,6196439.173677234,2033.9727597236567,0.9821693655497108,0.2591222906876548,3046.4710719720288,6067.308995,5069,6442,6085952.731877944,1003.0728181491576,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Sajama,Curahuara de Carangas,Curahuara de Carangas,1951-07-25,CSL,1950-11-11,-68.6660373005,-17.9882765615,Curahuara de Carangas,9392657.563857237,4365.946918839155,3636.677294104338,12,2151.3448831289534,10361359.322033938,2373.221551852692,0.9065082362198644,0.0392454706498095,4365.946918839155,5944.653077,4184,6683,9392657.563857237,1580.017780940088,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Mamoré,San Joaquín,San Joaquín,1941-11-27,CSL,1941-11-27,-64.8557320083,-12.9608280148,San Joaquín,20458445.586038563,6330.806033971355,13413.922696940384,27,3231.57043135704,20467841.502740253,3233.054589401256,0.9995409424730776,0.0355050251817614,6330.806033971355,6835.087903,6917,6808,20458445.586038563,2993.150325993777,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Carangas,Choquecota,Choquecota,1950-11-11,799,1986-02-28,-67.9549788457,-18.1221125519,Choquecota,4743425.609347603,2592.2223120989484,1489.1147867537802,6,1829.868367079521,5232633.769691568,2018.5898968883776,0.9065082362198644,0.0392454706498095,2592.2223120989484,2321.499933,1850,2504,4743425.609347603,2043.2589902427962,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Inquisivi,Cajuata,Cajuata,1919-11-12,CSL,1945-11-03,-67.2474451387,-16.6375142199,Cajuata,21077180.120278034,10833.410075325512,11569.459612804058,6,1945.572075064714,21459822.368295245,1980.892647752046,0.9821693655497108,0.2591222906876548,10833.410075325512,14092.044409,10458,15565,21077180.120278034,1495.6793711412495,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Inquisivi,Inquisivi,Inquisivi,1919-11-12,CSL,1945-11-03,-66.9779705643,-16.6832233612,Inquisivi,29348305.385521337,17200.319032281514,15693.964892243615,14,1706.2651762703072,29881104.43568495,1737.241290676305,0.9821693655497108,0.2591222906876548,17200.319032281514,17598.272533,14717,18679,29348305.385521337,1667.681036926353,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Sud Yungas,Irupana,Villa de Lanza,1899-07-01,CSDS,1899-07-01,-67.5101940576,-16.5111260818,Irupana,39398108.63098584,20862.66686231488,19590.55848618896,6,1888.450258588576,40113355.20420665,1922.7338225231945,0.9821693655497108,0.2591222906876548,20862.66686231488,21606.480951,17276,23279,39398108.63098584,1823.4393985529284,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Sud Yungas,Chulumani,Villa de la Libertad,1899-07-01,CSDS,1899-07-01,-67.5376339701,-16.389143975,Chulumani,34131672.31093176,16094.117927961994,20142.732764580007,3,2120.754455988621,34751310.22013559,2159.255348797868,0.9821693655497108,0.2591222906876548,16094.117927961994,18181.80148,17823,18303,34131672.31093176,1877.243701556922,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Oruro,Poopó,Poopó,Villa de Poopó,1903-10-16,ML,1903-10-16,-66.9415747493,-18.3667148633,Poopó,9855161.823068583,3923.8880202486994,3631.8079474747447,6,2511.5808025642777,10871563.4666096,2770.6100200893475,0.9065082362198644,0.0392454706498095,3923.8880202486994,8759.286059,7587,9189,9855161.823068583,1125.1101695994278,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
Beni,Mamoré,San Ramón,San Ramón,1941-11-27,CSL,1941-11-27,-64.5998396405,-13.5080956262,San Ramón,20639528.67971531,8544.736496711384,9486.228459040329,22,2415.466958830018,20649007.762152005,2416.576306372841,0.9995409424730776,0.0355050251817614,8544.736496711384,8265.173904,7490,8541,20639528.67971531,2497.1681078550832,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Ingavi,Tiahuanacu,Tiahuanacu,1909-12-16,CSL,1947-11-22,-68.6957442401,-16.558764066,Tiahuanacu,32523115.216283377,15854.908631552722,14160.50060823,4,2051.2962876089614,33113550.83660189,2088.536213365676,0.9821693655497108,0.2591222906876548,15854.908631552722,13267.643074,12189,13648,32523115.216283377,2451.3106837527093,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Camacho,Puerto Acosta,Puerto Acosta,1908-11-05,CSL,1911-11-06,-69.2157605457,-15.5552067748,Puerto Acosta,23991143.42489868,12185.426669446531,13806.074976182135,4,1968.8390136599437,24426686.74711827,2004.5819822103724,0.9821693655497108,0.2591222906876548,12185.426669446531,13275.429538,11290,14012,23991143.42489868,1807.1839676152526,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Camacho,Escoma,Escoma,1908-11-05,4004,2009-02-06,-69.149201541,-15.6381791962,Escoma,13484439.697900796,6806.273483478907,8645.442933780414,1,1981.1780603045152,13729240.771375192,2017.1450360760016,0.9821693655497108,0.2591222906876548,6806.273483478907,8391.709562,7186,8837,13484439.697900796,1606.876357954282,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Pacajes,Charaña,Charaña,1856-03-29,822,1986-04-03,-69.1570011481,-17.6567935762,Charaña,21354276.67452826,10139.145878359075,2446.453970139075,9,2106.1218499781808,21741949.42699773,2144.357097514851,0.9821693655497108,0.2591222906876548,10139.145878359075,3952.743589,3246,4221,21354276.67452826,5402.393601331792,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Omasuyos,Achacachi,Achacachi,1863-09-07,MDS,1863-09-07,-68.663412349,-16.0167656657,Achacachi,88615028.09423363,44450.98554756375,53247.22661672954,6,1993.5447325327168,90223775.24943128,2029.7362170494373,0.9821693655497108,0.2591222906876548,44450.98554756375,46954.355079,46058,47257,88615028.09423363,1887.2589761856764,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
La Paz,Ingavi,Taraco,Taraco,1909-12-16,2488,2003-07-16,-68.8534890965,-16.4623270628,Taraco,9867456.171269571,5015.549499518713,7525.497686613633,2,1967.372901457048,10046593.303942902,2003.089253711276,0.9821693655497108,0.2591222906876548,5015.549499518713,7293.967665,6603,7540,9867456.171269571,1352.8242273753049,ok,PIB_MUNICIPAL_BENCHMARK_USD2017_2021 / POB_RETRO_2021
