file,filename,codigo_entidad,nombre_entidad,filas,tiene_total_general,status,error
data\raw\sigep_2026\recursos_por_rubro\2026_1756_Gobierno_Autónomo_Municipal_de_Colpa_Bélgica_recursos_por_rubro.pdf,2026_1756_Gobierno_Autónomo_Municipal_de_Colpa_Bélgica_recursos_por_rubro.pdf,1756,Gobierno Autónomo Municipal de Colpa Bélgica,23,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1801_Gobierno_Autónomo_Municipal_de_Trinidad_recursos_por_rubro.pdf,2026_1801_Gobierno_Autónomo_Municipal_de_Trinidad_recursos_por_rubro.pdf,1801,Gobierno Autónomo Municipal de Trinidad,29,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1802_Gobierno_Autónomo_Municipal_de_San_Javier_recursos_por_rubro.pdf,2026_1802_Gobierno_Autónomo_Municipal_de_San_Javier_recursos_por_rubro.pdf,1802,Gobierno Autónomo Municipal de San Javier,28,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1803_Gobierno_Autónomo_Municipal_de_Riberalta_recursos_por_rubro.pdf,2026_1803_Gobierno_Autónomo_Municipal_de_Riberalta_recursos_por_rubro.pdf,1803,Gobierno Autónomo Municipal de Riberalta,27,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1805_Gobierno_Autónomo_Municipal_de_Puerto_Guayaramerín_recursos_por_rubro.pdf,2026_1805_Gobierno_Autónomo_Municipal_de_Puerto_Guayaramerín_recursos_por_rubro.pdf,1805,Gobierno Autónomo Municipal de Puerto Guayaramerín,30,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1806_Gobierno_Autónomo_Municipal_de_Reyes_recursos_por_rubro.pdf,2026_1806_Gobierno_Autónomo_Municipal_de_Reyes_recursos_por_rubro.pdf,1806,Gobierno Autónomo Municipal de Reyes,19,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1807_Gobierno_Autónomo_Municipal_de_Puerto_Rurrenabaque_recursos_por_rubro.pdf,2026_1807_Gobierno_Autónomo_Municipal_de_Puerto_Rurrenabaque_recursos_por_rubro.pdf,1807,Gobierno Autónomo Municipal de Puerto Rurrenabaque,32,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1808_Gobierno_Autónomo_Municipal_de_San_Borja_recursos_por_rubro.pdf,2026_1808_Gobierno_Autónomo_Municipal_de_San_Borja_recursos_por_rubro.pdf,1808,Gobierno Autónomo Municipal de San Borja,15,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1809_Gobierno_Autónomo_Municipal_de_Santa_Rosa_recursos_por_rubro.pdf,2026_1809_Gobierno_Autónomo_Municipal_de_Santa_Rosa_recursos_por_rubro.pdf,1809,Gobierno Autónomo Municipal de Santa Rosa,27,True,ok,
data\raw\sigep_2026\recursos_por_rubro\2026_1810_Gobierno_Autónomo_Municipal_de_Santa_Ana_recursos_por_rubro.pdf,2026_1810_Gobierno_Autónomo_Municipal_de_Santa_Ana_recursos_por_rubro.pdf,1810,Gobierno Autónomo Municipal de Santa Ana,29,True,ok,
