gestion,codigo_entidad,nombre_entidad,objeto_gasto,objeto_padre,nivel_objeto,descripcion,entidad_transferencia,file,fuente_columna,monto
2026,1301,Gobierno Autónomo Municipal de Cochabamba,7.3.2,7.3,3,"JUDICIAL Y ELECTORAL, ENTIDADES DE CONTROL Y DEFENSA,",2318,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,14000000
2026,1301,Gobierno Autónomo Municipal de Cochabamba,9.9.1,9.9,3,Provisiones para Gastos de Capital,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1301_Gobierno_Autónomo_Municipal_de_Cochabamba_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,9336680
2026,1302,Gobierno Autónomo Municipal de Quillacollo,1.1.2.20,1.1.2,4,Bono de Antigûedad,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,1358916
2026,1302,Gobierno Autónomo Municipal de Quillacollo,1.1.6,1.1,3,Asignaciones Familiares,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,1040000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,1.2.1,1.2,3,Personal Eventual,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,20176666
2026,1302,Gobierno Autónomo Municipal de Quillacollo,1.3.1.10,1.3.1,4,Régimen de Corto Plazo (Salud),0417,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,2153559
2026,1302,Gobierno Autónomo Municipal de Quillacollo,1.3.1.20,1.3.1,4,PRIMA DE RIESGO PROFESIONAL RÉGIMEN DE LARGO PLAZO,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,368259
2026,1302,Gobierno Autónomo Municipal de Quillacollo,1.3.1.31,1.3.1,4,Aporte Patronal Solidario 3.5%,0999,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,753745
2026,1302,Gobierno Autónomo Municipal de Quillacollo,1.3.2,1.3,3,Aporte Patronal para Vivienda,0342,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,430711
2026,1302,Gobierno Autónomo Municipal de Quillacollo,1.5.4,1.5,3,Otras Previsiones,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,2000235
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.1.2,2.1,3,Energía Eléctrica,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,14341680
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.1.3,2.1,3,Agua,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,22000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.1.4,2.1,3,TELEFONÍA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,140864
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.1.6,2.1,3,INTERNET,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,412942
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.2.1.10,2.2.1,4,Pasajes al Interior del País,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,160500
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.2.1.20,2.2.1,4,Pasajes al Exterior del País,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,40000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.2.2.10,2.2.2,4,Viáticos por Viajes al Interior del País,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,110000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.2.2.20,2.2.2,4,Viáticos por Viajes al Exterior del País,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,30000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.2.5,2.2,3,Seguros,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,115000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.2.6,2.2,3,Transporte de Personal,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,32450
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.3.2,2.3,3,Alquiler de Equipos y Maquinarias,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,1035562
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.3.4,2.3,3,Otros Alquileres,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,19220
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.4.1.10,2.4.1,4,Mantenimiento y Reparación de Inmuebles,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,1645910
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.4.1.20,2.4.1,4,"M Y A E N Q T U E IP N O IM S IENTO Y REPARACIÓN DE VEHÍCULOS, MAQUINARIA",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,639784
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.4.1.30,2.4.1,4,Mantenimiento y Reparación de Muebles y Enseres,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,25828
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.4.3,2.4,3,"O Re tr p o a s r G ac a ió st n os por Concepto de Instalación, Mantenimiento y",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,81000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.5.1.20,2.5.1,4,GASTOS ESPECIALIZADOS POR ATENCIÓN MÉDICA Y OTROS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,7000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.5.2.10,2.5.2,4,Consultorías por Producto,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,466545
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.5.2.20,2.5.2,4,CONSULTORES INDIVIDUALES DE LÍNEA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,21579787
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.5.3,2.5,3,Comisiones y Gastos Bancarios,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,93151
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.5.5,2.5,3,Publicidad,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,505145
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.5.6,2.5,3,"Servicios de Imprenta, Fotocopiado y Fotográficos",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,131000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.5.7,2.5,3,Capacitación del Personal,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,5500
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.5.9,2.5,3,Servicios Manuales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,268000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.6.2,2.6,3,Gastos Judiciales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,22000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.6.6.10,2.6.6,4,Servicios Públicos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,41000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.6.7,2.6,3,SERVICIOS DE LABORATORIOS ESPECIALIZADOS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,50000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,2.6.9.90,2.6.9,4,Otros,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,3411082
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.1.1.10,3.1.1,4,EVENTUAL Y CONSULTORES INDIVIDUALES DE LÍNEA DE LAS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,7401616
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.1.1.20,3.1.1,4,Gastos por Alimentación y Otros Similares,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,485835
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.1.1.30,3.1.1,4,Alimentación Complementaria Escolar,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,5278107
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.1.1.40,3.1.1,4,"A Y L O IM T E R N A T S A E C S IÓ PE N C H ÍF O IC SP A I S TALARIA, PENITENCIARIA, AERONAVES",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,114587
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.1.1.50,3.1.1,4,A na lim tu e ra n l t e o s s y Bebidas para la atención de emergencias y desastres,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,44700
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.1.3,3.1,3,"Productos Agrícolas, Pecuarios y Forestales",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,884745
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.2.1,3.2,3,Papel,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,684648
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.2.2,3.2,3,Productos de Artes Gráficas,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,902747
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.2.4,3.2,3,Textos de Enseñanza,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,16700
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.2.5,3.2,3,Periódicos y Boletines,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,3720
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.3.1,3.3,3,"HILADOS, TELAS, FIBRAS Y ALGODÓN",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,48630
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.3.2,3.3,3,Confecciones Textiles,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,25574
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.3.3,3.3,3,Prendas de Vestir,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,996718
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.3.4,3.3,3,Calzados,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,359532
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.4.1.10,3.4.1,4,"Combustibles, Lubricantes y Derivados para Consumo",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,3455989
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.4.2,3.4,3,Productos Químicos y Farmacéuticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,1439127
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.4.3,3.4,3,Llantas y Neumáticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,366602
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.4.4,3.4,3,Productos de Cuero y Caucho,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,23000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.4.5,3.4,3,Productos de Minerales no Metálicos y Plásticos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,2349977
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.4.6,3.4,3,Productos Metálicos,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,1231787
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.4.7,3.4,3,Minerales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,1839806
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.4.8,3.4,3,Herramientas Menores,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,269298
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.9.1,3.9,3,MATERIAL DE LIMPIEZA E HIGIENE,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,459380
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.9.2,3.9,3,Material Deportivo y Recreativo,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,719730
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.9.3,3.9,3,Utensilios de Cocina y Comedor,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,31483
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.9.4,3.9,3,Instrumental Menor Médico-Quirúrgico,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,65870
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.9.5,3.9,3,ÚTILES DE ESCRITORIO Y OFICINA,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,1004757
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.9.6,3.9,3,"ÚTILES EDUCACIONALES, CULTURALES Y DE CAPACITACIÓN",0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,15159
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.9.7,3.9,3,ÚTILES Y MATERIALES ELÉCTRICOS,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,1889255
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.9.8,3.9,3,Otros Repuestos y Accesorios,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,1014096
2026,1302,Gobierno Autónomo Municipal de Quillacollo,3.9.9.90,3.9.9,4,Otros Materiales y Suministros,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,6813
2026,1302,Gobierno Autónomo Municipal de Quillacollo,4.2.2.30,4.2.2,4,O Pr t i r v a a s d C o onstrucciones y Mejoras de Bienes Públicos de Dominio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,7614051
2026,1302,Gobierno Autónomo Municipal de Quillacollo,4.2.3.10,4.2.3,4,Construcciones y Mejoras de Bienes de Dominio Público,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,8056873
2026,1302,Gobierno Autónomo Municipal de Quillacollo,4.3.1.10,4.3.1,4,Equipo de Oficina y Muebles,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,519267
2026,1302,Gobierno Autónomo Municipal de Quillacollo,4.3.1.20,4.3.1,4,Equipo de Computación,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,1103879
2026,1302,Gobierno Autónomo Municipal de Quillacollo,4.3.2,4.3,3,Maquinaria y Equipo de Producción,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,30056
2026,1302,Gobierno Autónomo Municipal de Quillacollo,4.3.3.10,4.3.3,4,Vehículos Livianos para Funciones Administrativas,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,35009
2026,1302,Gobierno Autónomo Municipal de Quillacollo,4.3.3.30,4.3.3,4,MAQUINARIA Y EQUIPO DE TRANSPORTE,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,5693693
2026,1302,Gobierno Autónomo Municipal de Quillacollo,4.3.4,4.3,3,Equipo Médico y de Laboratorio,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,169684
2026,1302,Gobierno Autónomo Municipal de Quillacollo,4.3.5,4.3,3,Equipo de Comunicación,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,113943
2026,1302,Gobierno Autónomo Municipal de Quillacollo,4.3.6,4.3,3,Equipo Educacional y Recreativo,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,614280
2026,1302,Gobierno Autónomo Municipal de Quillacollo,4.3.7,4.3,3,Otra Maquinaria y Equipo,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,385761
2026,1302,Gobierno Autónomo Municipal de Quillacollo,6.6.4,6.6,3,Gastos Devengados No Pagados por Retenciones,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,25000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,7.7.1,7.7,3,T P r lu a r n in sf a e c r i e o n n c a i l a s p o d r e S C u a b p s i i t d a i l o a s l o Ó S rg u a b n v o e n E c je io c n u e ti s vo del Estado,0086,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,500000
2026,1302,Gobierno Autónomo Municipal de Quillacollo,9.4.3,9.4,3,Otros Beneficios Sociales,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,20043
2026,1302,Gobierno Autónomo Municipal de Quillacollo,9.9.1,9.9,3,Provisiones para Gastos de Capital,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1302_Gobierno_Autónomo_Municipal_de_Quillacollo_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,5987783
2026,1303,Gobierno Autónomo Municipal de Sipe Sipe,1.2.1,1.2,3,Personal Eventual,0000,data\raw\sigep_2026\objeto_gasto_fuente_total_gastos\2026_1303_Gobierno_Autónomo_Municipal_de_Sipe_Sipe_objeto_gasto_fuente_total_gastos.pdf,monto_13_otros_ingresos,640608
