DEPARTAMEN,PROVINCIA,MUNICIPIO,CAPITAL,F_LEY_PROV,LEY_MUN,F_LEY_MUN,X,Y,MUN_ALTERN,PIBpc_2021_wmean,decile,departamento_geo,provincia_geo,municipio_geo,depto_key,mun_key,codigo_entidad,nombre_entidad,departamento,tipo,grupo_eta,presupuesto_total,provincia_ine,municipio_ine,poblacion_2001,poblacion_2012,poblacion_2024,hombres_2024,mujeres_2024,presupuesto_per_capita
Beni,ItÃ©nez,Baures,Baures,1995-10-31,1669,1995-10-31,-62.8753745079,-13.6251416398,Baures,2.466318619553931e-06,7,Beni,Iténez,Baures,beni,baures,1818,Gobierno Autónomo Municipal de Baures,Beni,municipal,GAM,11125645.0,Iténez,Baures,5264.0,5965.0,7488.0,4309.0,3179.0,1485.796607906
Santa Cruz,Guarayos,AscenciÃ³n de Guarayos,AscenciÃ³n de Guarayos,1990-03-06,1143,1990-03-06,-63.4308759118,-15.3439097857,AscenciÃ³n de Guarayos,1.9595281628426164e-06,2,Santa Cruz,Guarayos,Ascención de Guarayos,santa cruz,ascencion de guarayos,1745,Gobierno Autónomo Municipal de Ascención de Guarayos,Santa Cruz,municipal,GAM,41847791.0,Guarayos,Ascención de Guarayos,16984.0,27070.0,34079.0,18178.0,15901.0,1227.9641714839
Beni,MarbÃ¡n,San AndrÃ©s,San AndrÃ©s,1937-12-03,CSL,1941-11-27,-64.142300199,-15.3740069743,San AndrÃ©s,2.517844905014499e-06,7,Beni,Marbán,San Andrés,beni,san andres,1813,Gobierno Autónomo Municipal de San Andrés,Beni,municipal,GAM,18999033.0,Marbán,San Andrés,10595.0,12503.0,15570.0,8769.0,6801.0,1220.2333333333
Beni,MarbÃ¡n,Loreto,Loreto,1937-12-03,CSL,1941-11-27,-64.9204166036,-15.5680904885,Loreto,2.5025099148479057e-06,7,Beni,Marbán,Loreto,beni,loreto,1812,Gobierno Autónomo Municipal de Loreto,Beni,municipal,GAM,4921799.0,Marbán,Loreto,3859.0,3828.0,4269.0,2247.0,2022.0,1152.9161396112
Cochabamba,Arani,Vacas,Vacas,1914-11-24,CSL,1914-11-24,-65.5825610899,-17.5890419755,Vacas,1.834209570006351e-06,1,Cochabamba,Arani,Vacas,cochabamba,vacas,1337,Gobierno Autónomo Municipal de Vacas,Cochabamba,municipal,GAM,9168031.0,Arani,Vacas,12511.0,8940.0,8409.0,4114.0,4295.0,1090.2641217743
Cochabamba,Carrasco,Pocona,Pocona,1926-09-14,MDS,1906-11-27,-65.3718448584,-17.6818010528,Pocona,2.4592179670435144e-06,7,Cochabamba,Carrasco,Pocona,cochabamba,pocona,1333,Gobierno Autónomo Municipal de Pocona,Cochabamba,municipal,GAM,11603755.0,Carrasco,Pocona,13488.0,10750.0,12258.0,6199.0,6059.0,946.627100669
Santa Cruz,Warnes,Okinawa Uno,Okinawa Uno,1919-11-27,1837,1998-04-06,-62.8653660948,-17.3231626285,Okinawa Uno,2.7672415399138117e-06,8,Santa Cruz,Warnes,Okinawa Uno,santa cruz,okinawa uno,1748,Gobierno Autónomo Municipal de Okinawa Uno,Santa Cruz,municipal,GAM,13560292.0,Warnes,Okinawa Uno,11661.0,12482.0,10665.0,5502.0,5163.0,1271.4760431317
Santa Cruz,Warnes,Warnes,Warnes,1919-11-27,1837,1998-04-06,-63.0701384196,-17.4117280543,Warnes,3.168606099279714e-06,9,Santa Cruz,Warnes,Warnes,santa cruz,warnes,1706,Gobierno Autónomo Municipal de Warnes,Santa Cruz,municipal,GAM,359415375.0,Warnes,Warnes,45318.0,96406.0,151248.0,76819.0,74429.0,2376.3314225643
Santa Cruz,Obispo SantistÃ©ban,General Saavedra,General Saavedra,1941-12-02,CSL,1941-12-02,-63.1762704831,-17.1681743435,General Saavedra,2.4757439405220794e-06,7,Santa Cruz,Obispo Santistéban,General Saavedra,santa cruz,general saavedra,1735,Gobierno Autónomo Municipal de General Agustín Saavedra,Santa Cruz,municipal,GAM,28924415.0,Obispo Santisteban,General Saavedra,16592.0,14209.0,16598.0,8578.0,8020.0,1742.6445957344
Santa Cruz,Obispo SantistÃ©ban,FernÃ¡ndez Alonso,FernÃ¡ndez Alonso,1941-12-02,2320,2002-01-28,-63.2123267534,-16.8886669624,FernÃ¡ndez Alonso,2.500025175322662e-06,7,Santa Cruz,Obispo Santistéban,Fernández Alonso,santa cruz,fernandez alonso,1753,Gobierno Autónomo Municipal de Fernández Alonso,Santa Cruz,municipal,GAM,19507502.0,Obispo Santisteban,Fernández Alonso,11363.0,15117.0,14610.0,8283.0,6327.0,1335.215742642
Santa Cruz,Obispo SantistÃ©ban,Mineros,Mineros,1941-12-02,577,1983-10-27,-63.2730267245,-17.0528301372,Mineros,2.236312866443768e-06,5,Santa Cruz,Obispo Santistéban,Mineros,santa cruz,mineros,1736,Gobierno Autónomo Municipal de Mineros,Santa Cruz,municipal,GAM,33974300.0,Obispo Santisteban,Mineros,19846.0,23251.0,23110.0,11768.0,11342.0,1470.1125054089
Santa Cruz,Florida,Pampa Grande,Pampa Grande,1924-12-15,ML,1924-12-15,-64.1534336693,-18.0454004315,Pampa Grande,1.8429741430736613e-06,1,Santa Cruz,Florida,Pampa Grande,santa cruz,pampagrande,1731,Gobierno Autónomo Municipal de Pampa Grande,Santa Cruz,municipal,GAM,11020084.0,Florida,Pampagrande,7933.0,9198.0,9692.0,4942.0,4750.0,1137.028889806
Santa Cruz,Florida,Mairana,Mairana,1924-12-15,CSDS,1938-05-12,-64.0068969626,-17.9845787204,Mairana,2.1036921680206433e-06,4,Santa Cruz,Florida,Mairana,santa cruz,mairana,1732,Gobierno Autónomo Municipal de Mairana,Santa Cruz,municipal,GAM,15445949.0,Florida,Mairana,7747.0,10177.0,12735.0,6635.0,6100.0,1212.873890852
Cochabamba,Carrasco,Puerto Villarroel,Puerto Villarroel,1926-09-14,537,1980-04-14,-64.8840459528,-17.0318868672,Puerto Villarroel,2.6079856070282403e-06,8,Cochabamba,Carrasco,Puerto Villarroel,cochabamba,puerto villarroel,1335,Gobierno Autónomo Municipal de Puerto Villarroel,Cochabamba,municipal,GAM,89805237.0,Carrasco,Puerto Villarroel,40790.0,46627.0,64595.0,33538.0,31057.0,1390.2815542999
Santa Cruz,Sara,Colpa BÃ©lgica,Colpa BÃ©lgica,1883-09-25,2325,2002-02-01,-63.292369664,-17.5436018064,Colpa BÃ©lgica,2.6759782940644072e-06,8,Santa Cruz,Sara,Colpa Bélgica,santa cruz,colpa belgica,1756,Gobierno Autónomo Municipal de Colpa Bélgica,Santa Cruz,municipal,GAM,26049039.0,Sara,Colpa Bélgica,6273.0,6069.0,6007.0,3111.0,2896.0,4336.44731147
Santa Cruz,GermÃ¡n Busch,Puerto Suarez,Puerto Suarez,1984-11-30,672,1984-11-30,-58.2392165665,-19.072275805,Puerto Suarez,5.96963036514353e-06,10,Santa Cruz,Germán Busch,Puerto Suarez,santa cruz,puerto suarez,1743,Gobierno Autónomo Municipal de Puerto Suárez,Santa Cruz,municipal,GAM,25197005.0,Germán Busch,Puerto Suárez,15209.0,19829.0,17417.0,9424.0,7993.0,1446.6903025779
Santa Cruz,GermÃ¡n Busch,El Carmen Rivero TÃ³rrez,El Carmen Rivero TÃ³rrez,1984-11-30,2015,1999-09-23,-58.574740641,-18.4526778104,El Carmen Rivero TÃ³rrez,4.156830527790589e-06,10,Santa Cruz,Germán Busch,El Carmen Rivero Tórrez,santa cruz,el carmen rivero torrez,1751,Gobierno Autónomo Municipal de El Carmen Rivero Tórrez,Santa Cruz,municipal,GAM,20922082.0,Germán Busch,El Carmen Rivero Tórrez,4894.0,6342.0,8816.0,4690.0,4126.0,2373.1944192377
Santa Cruz,Angel Sandoval,San MatÃ­as,San MatÃ­as,1948-12-16,CSL,1948-12-16,-58.8233464109,-17.2550659997,San MatÃ­as,3.889756953867618e-06,10,Santa Cruz,Angel Sandoval,San Matías,santa cruz,san matias,1740,Gobierno Autónomo Municipal de San Matías,Santa Cruz,municipal,GAM,15400060.0,Ángel Sandoval,San Matías,13073.0,14470.0,15378.0,8051.0,7327.0,1001.4345168422
Cochabamba,Ayopaya,Ayopaya,Villa de Independencia,1826-02-15,ML,1899-12-26,-66.8052874221,-17.1439084255,Independencia,2.0424658941919915e-06,3,Cochabamba,Ayopaya,Ayopaya,cochabamba,ayopaya,1310,Gobierno Autónomo Municipal de Independencia,Cochabamba,municipal,GAM,25066704.0,Ayopaya,Ayopaya,26825.0,23658.0,21815.0,11551.0,10264.0,1149.0581709833
Santa Cruz,Velasco,San Ignacio,San Ignacio,1880-10-12,CSL,1880-10-12,-60.9945359351,-15.0296081097,San Ignacio de Velasco,3.4124957437597914e-06,10,Santa Cruz,Velasco,San Ignacio,santa cruz,san ignacio,1707,Gobierno Autónomo Municipal de San Ignacio (San Ignacio de Velasco),Santa Cruz,municipal,GAM,77924456.0,Velasco,San Ignacio,41412.0,52362.0,67103.0,35121.0,31982.0,1161.2663517279
Santa Cruz,Guarayos,Urubicha,Urubicha,1990-03-06,1143,1990-03-06,-63.0185819905,-14.9527337818,Urubicha,2.4451117042190162e-06,7,Santa Cruz,Guarayos,Urubicha,santa cruz,urubicha,1746,Gobierno Autónomo Municipal de Urubicha,Santa Cruz,municipal,GAM,6477432.0,Guarayos,Urubichá,5960.0,7026.0,6555.0,3351.0,3204.0,988.166590389
Beni,Cercado,Trinidad,Trinidad,1856-07-09,1669,1995-10-31,-64.6573311135,-14.834972123,Trinidad,2.413597485428909e-06,7,Beni,Cercado,Trinidad,beni,trinidad,1801,Gobierno Autónomo Municipal de Trinidad,Beni,municipal,GAM,233143669.0,Cercado,Trinidad,79963.0,106596.0,128589.0,64655.0,63934.0,1813.0918585571
Beni,Moxos,San Ignacio,San Ignacio,1941-11-27,CSL,1856-07-09,-65.6867458065,-15.46858664,San Ignacio,2.289730900884024e-06,6,Beni,Moxos,San Ignacio,beni,san ignacio,1811,Gobierno Autónomo Municipal de San Ignacio,Beni,municipal,GAM,30289005.0,Moxos,San Ignacio,19250.0,19252.0,21584.0,11305.0,10279.0,1403.3082375834
Beni,Cercado,San Javier,San Javier,1856-07-09,CSDS,1856-07-09,-64.4254224152,-14.4220614976,San Javier,2.2903930130269146e-06,6,Beni,Cercado,San Javier,beni,san javier,1802,Gobierno Autónomo Municipal de San Javier,Beni,municipal,GAM,10934259.0,Cercado,San Javier,2690.0,5277.0,7913.0,4485.0,3428.0,1381.8095538986
Santa Cruz,Obispo SantistÃ©ban,San Pedro,San Pedro,1941-12-02,2321,2002-01-28,-63.6119732803,-16.5173365309,San Pedro,2.8293327432038495e-06,9,Santa Cruz,Obispo Santistéban,San Pedro,santa cruz,san pedro,1754,Gobierno Autónomo Municipal de San Pedro,Santa Cruz,municipal,GAM,20019625.0,Obispo Santisteban,San Pedro,14644.0,19103.0,15246.0,8358.0,6888.0,1313.1067165158
Santa Cruz,Ã‘uflo De ChÃ¡vez,San Antonio de Lomerio,San Antonio de Lomerio,1915-09-16,1965,1999-03-24,-61.8741502326,-16.8063462089,San Antonio de Lomerio,2.6821778646990424e-06,8,Santa Cruz,Ã‘uflo De ChÃ¡vez,San Antonio de Lomerio,santa cruz,san antonio de lomerio,1749,Gobierno Autónomo Municipal de San Antonio de Lomerio,Santa Cruz,municipal,GAM,6095105.0,Ñuflo de Chávez,San Antonio de Lomerio,6293.0,6481.0,6364.0,3271.0,3093.0,957.747485858
Cochabamba,Carrasco,Pojo,Pojo,1926-09-14,ML,1900-01-08,-64.8635686791,-17.6005757141,Pojo,2.4249609396065352e-06,7,Cochabamba,Carrasco,Pojo,cochabamba,pojo,1332,Gobierno Autónomo Municipal de Pojo,Cochabamba,municipal,GAM,14766564.0,Carrasco,Pojo,11515.0,10156.0,11865.0,6159.0,5706.0,1244.5481668774
Cochabamba,Carrasco,Entre RÃ­os,Entre RÃ­os,1926-09-14,2126,2000-09-25,-64.5456213959,-17.3116931858,Entre Rios (Bulo Bulo),3.0880771646479843e-06,9,Cochabamba,Carrasco,Entre Ríos,cochabamba,entre rios,1345,Gobierno Autónomo Municipal de Entre Rios,Cochabamba,municipal,GAM,59456897.0,Carrasco,Entre Ríos,22187.0,31550.0,45780.0,23681.0,22099.0,1298.7526649192
Cochabamba,Chapare,Colomi,Colomi,1854-06-10,ML,1945-11-13,-65.9205656841,-17.233268378,Colomi,2.3076181605574675e-06,6,Cochabamba,Chapare,Colomi,cochabamba,colomi,1313,Gobierno Autónomo Municipal de Colomi,Cochabamba,municipal,GAM,20489492.0,Chapare,Colomi,17372.0,19285.0,21846.0,11140.0,10706.0,937.9058866612
Cochabamba,Mizque,Alalay,Alalay,1876-06-24,1090,1989-02-21,-65.6300251915,-17.7732610441,Alalay,1.9931783299398376e-06,3,Cochabamba,Mizque,Alalay,cochabamba,alalay,1344,Gobierno Autónomo Municipal de Alalay,Cochabamba,municipal,GAM,3528141.0,Mizque,Alalay,4931.0,3447.0,3512.0,1860.0,1652.0,1004.5959567198
Cochabamba,Mizque,Vila Vila,Vila Vila,1876-06-24,ML,1941-11-28,-65.6714027838,-17.9782481521,Vila Vila,2.097773176501505e-06,4,Cochabamba,Mizque,Vila Vila,cochabamba,vila vila,1343,Gobierno Autónomo Municipal de Vila Vila,Cochabamba,municipal,GAM,5177409.0,Mizque,Vila Vila,4591.0,5459.0,5244.0,2643.0,2601.0,987.3014874142
La Paz,Abel Iturralde,Ixiamas,Ixiamas,1938-09-24,273,1963-12-14,-68.0183319387,-13.0899043302,Ixiamas,2.4242101517302217e-06,7,La Paz,Abel Iturralde,Ixiamas,la paz,ixiamas,1267,Gobierno Autónomo Municipal de Ixiamas,La Paz,municipal,GAM,23227708.0,Abel Iturralde,Ixiamas,5625.0,9362.0,12595.0,7090.0,5505.0,1844.2007145693
La Paz,MuÃ±ecas,Ayata,Ayata,1826-10-18,CSDS,1957-09-14,-68.7109999104,-15.3200138151,Ayata,2.0047375528520206e-06,3,La Paz,Muñecas,Ayata,la paz,ayata,1236,Gobierno Autónomo Municipal de Ayata,La Paz,municipal,GAM,9509993.0,Muñecas,Ayata,8143.0,8410.0,9029.0,4772.0,4257.0,1053.2720124045
PotosÃ­,Antonio Quijarro,Uyuni,Uyuni,1967-01-27,CSL,1889-11-05,-66.7893740363,-20.0652777196,Uyuni (Thola Pampa),2.2366982648236444e-06,5,Potosí,Antonio Quijarro,Uyuni,potosi,uyuni,1530,Gobierno Autónomo Municipal de Uyuni,Potosí,municipal,GAM,61108753.0,Antonio Quijarro,Uyuni,18705.0,29672.0,35318.0,17133.0,18185.0,1730.2438699813
La Paz,Pacajes,Waldo Ballivian,Waldo Ballivian,1856-03-29,1087,1989-02-21,-68.2193859265,-17.1150973219,Waldo Ballivian,2.718658379308181e-06,8,La Paz,Pacajes,Waldo Ballivian,la paz,waldo ballivian,1243,Gobierno Autónomo Municipal de Waldo Ballivián,La Paz,municipal,GAM,6363941.0,Pacajes,Waldo Ballivián,1657.0,5069.0,6442.0,3546.0,2896.0,987.8828003726
Oruro,Sajama,Curahuara de Carangas,Curahuara de Carangas,1951-07-25,CSL,1950-11-11,-68.6660373005,-17.9882765615,Curahuara de Carangas,1.9435476588114398e-06,2,Oruro,Sajama,Curahuara de Carangas,oruro,curahuara de carangas,1416,Gobierno Autónomo Municipal de Curahuara de Carangas,Oruro,municipal,GAM,7523030.0,Sajama,Curahuara de Carangas,5278.0,4184.0,6683.0,3472.0,3211.0,1125.6965434685
Beni,MamorÃ©,San JoaquÃ­n,San JoaquÃ­n,1941-11-27,CSL,1941-11-27,-64.8557320083,-12.9608280148,San JoaquÃ­n,2.934147232735995e-06,9,Beni,Mamoré,San Joaquín,beni,san joaquin,1814,Gobierno Autónomo Municipal de San Joaquín,Beni,municipal,GAM,9478989.0,Mamoré,San Joaquín,5452.0,6917.0,6808.0,3668.0,3140.0,1392.3309341951
Oruro,Carangas,Choquecota,Choquecota,1950-11-11,799,1986-02-28,-67.9549788457,-18.1221125519,Choquecota,2.1135210772627033e-06,4,Oruro,Carangas,Choquecota,oruro,choquecota,1415,Gobierno Autónomo Municipal de Choquecota,Oruro,municipal,GAM,3413990.0,Carangas,Choquecota,1615.0,1850.0,2504.0,1295.0,1209.0,1363.4145367412
La Paz,Inquisivi,Cajuata,Cajuata,1919-11-12,CSL,1945-11-03,-67.2474451387,-16.6375142199,Cajuata,1.6287464177366928e-06,1,La Paz,Inquisivi,Cajuata,la paz,cajuata,1220,Gobierno Autónomo Municipal de Cajuata,La Paz,municipal,GAM,16790899.0,Inquisivi,Cajuata,7757.0,10458.0,15565.0,8016.0,7549.0,1078.7599743013
La Paz,Inquisivi,Inquisivi,Inquisivi,1919-11-12,CSL,1945-11-03,-66.9779705643,-16.6832233612,Inquisivi,1.7751335690263659e-06,1,La Paz,Inquisivi,Inquisivi,la paz,inquisivi,1218,Gobierno Autónomo Municipal de Inquisivi,La Paz,municipal,GAM,23286166.0,Inquisivi,Inquisivi,16143.0,14717.0,18679.0,10079.0,8600.0,1246.6494994379
La Paz,Sud Yungas,Irupana,Villa de Lanza,1899-07-01,CSDS,1899-07-01,-67.5101940576,-16.5111260818,Irupana,1.76120283867931e-06,1,La Paz,Sud Yungas,Irupana,la paz,irupana,1257,Gobierno Autónomo Municipal de Irupana (Villa de Lanza),La Paz,municipal,GAM,26478359.0,Sur Yungas,Irupana,11383.0,17276.0,23279.0,12803.0,10476.0,1137.4354138923
La Paz,Sud Yungas,Chulumani,Villa de la Libertad,1899-07-01,CSDS,1899-07-01,-67.5376339701,-16.389143975,Chulumani,1.5433461157954298e-06,1,La Paz,Sud Yungas,Chulumani,la paz,chulumani,1256,Gobierno Autónomo Municipal de Chulumani (Villa de la Libertad),La Paz,municipal,GAM,29064222.0,Sur Yungas,Chulumani,13204.0,17823.0,18303.0,9123.0,9180.0,1587.9485330274
Oruro,PoopÃ³,PoopÃ³,Villa de PoopÃ³,1903-10-16,ML,1903-10-16,-66.9415747493,-18.3667148633,PoopÃ³,2.164091029044357e-06,4,Oruro,Poopó,Poopó,oruro,poopo,1408,Gobierno Autónomo Municipal de Poopó (Villa Poopó),Oruro,municipal,GAM,15738980.0,Poopó,Poopó,6163.0,7587.0,9189.0,4726.0,4463.0,1712.8066166068
Beni,MamorÃ©,San RamÃ³n,San RamÃ³n,1941-11-27,CSL,1941-11-27,-64.5998396405,-13.5080956262,San RamÃ³n,3.075909489780315e-06,9,Beni,Mamoré,San Ramón,beni,san ramon,1815,Gobierno Autónomo Municipal de San Ramón,Beni,municipal,GAM,7378760.0,Mamoré,San Ramón,5927.0,4955.0,5489.0,2938.0,2551.0,1344.2812898524
La Paz,Ingavi,Tiahuanacu,Tiahuanacu,1909-12-16,CSL,1947-11-22,-68.6957442401,-16.558764066,Tiahuanacu,2.8198280688229715e-06,9,La Paz,Ingavi,Tiahuanacu,la paz,tiahuanacu,1208,Gobierno Autónomo Municipal de Tiahuanacu,La Paz,municipal,GAM,13479705.0,Ingavi,Tiahuanacu,11309.0,12189.0,13648.0,6520.0,7128.0,987.6688892145
La Paz,Camacho,Puerto Acosta,Puerto Acosta,1908-11-05,CSL,1911-11-06,-69.2157605457,-15.5552067748,Puerto Acosta,1.887996290861338e-06,2,La Paz,Camacho,Puerto Acosta,la paz,puerto acosta,1246,Gobierno Autónomo Municipal de Puerto Acosta,La Paz,municipal,GAM,17894764.0,Camacho,Puerto Acosta,13083.0,11290.0,14012.0,7156.0,6856.0,1277.1027690551
La Paz,Camacho,Escoma,Escoma,1908-11-05,4004,2009-02-06,-69.149201541,-15.6381791962,Escoma,1.6693448969817837e-06,1,La Paz,Camacho,Escoma,la paz,escoma,1283,Gobierno Autónomo Municipal de Escoma,La Paz,municipal,GAM,8340439.0,Camacho,Escoma,7241.0,7186.0,8837.0,4461.0,4376.0,943.8088717891
La Paz,Pacajes,CharaÃ±a,CharaÃ±a,1856-03-29,822,1986-04-03,-69.1570011481,-17.6567935762,CharaÃ±a,1.8014204670180334e-06,1,La Paz,Pacajes,Charaña,la paz,charana,1242,Gobierno Autónomo Municipal de Charaña,La Paz,municipal,GAM,5100585.0,Pacajes,Charaña,2766.0,3246.0,4221.0,2185.0,2036.0,1208.3830845771
La Paz,Omasuyos,Achacachi,Achacachi,1863-09-07,MDS,1863-09-07,-68.663412349,-16.0167656657,Achacachi,1.9721796888916288e-06,2,La Paz,Omasuyos,Achacachi,la paz,achacachi,1224,Gobierno Autónomo Municipal de Achacachi,La Paz,municipal,GAM,45067967.0,Omasuyos,Achacachi,45875.0,46058.0,47257.0,23143.0,24114.0,953.6781217597
La Paz,Ingavi,Taraco,Taraco,1909-12-16,2488,2003-07-16,-68.8534890965,-16.4623270628,Taraco,2.010435991905979e-06,3,La Paz,Ingavi,Taraco,la paz,taraco,1280,Gobierno Autónomo Municipal de Taraco,La Paz,municipal,GAM,10836830.0,Ingavi,Taraco,5922.0,6603.0,7540.0,3626.0,3914.0,1437.2453580902
La Paz,Ingavi,La (Marka) San AndrÃ©s de Machaca,La (Marka) San AndrÃ©s de Machaca,1909-12-16,2350,2002-05-07,-69.0431993781,-16.9005107378,San AndrÃ©s de Machaca,2.079881141980877e-06,3,La Paz,Ingavi,La (Marka) San Andrés de Machaca,la paz,la marka san andres de machaca,1278,Gobierno Autónomo Municipal de San Andrés de Machaca,La Paz,municipal,GAM,7853726.0,Ingavi,La (Marka) San Andrés de Machaca,6299.0,6145.0,7936.0,4046.0,3890.0,989.6328125
Oruro,Abaroa,Challapata,Challapata,1903-10-16,CSL,1903-10-16,-66.5526443125,-18.8905715809,Challapata,2.0638781279558316e-06,3,Oruro,Abaroa,Challapata,oruro,challapata,1404,Gobierno Autónomo Municipal de Challapata,Oruro,municipal,GAM,47320012.0,Abaroa,Challapata,24370.0,28918.0,35427.0,18417.0,17010.0,1335.7047449685
Oruro,Litoral,Escara,Escara,1960-09-06,248,1963-09-26,-68.1593245707,-18.6944143953,Escara,2.1736261714977445e-06,4,Oruro,Litoral,Escara,oruro,escara,1419,Gobierno Autónomo Municipal de Escara,Oruro,municipal,GAM,6934522.0,Litoral,Escara,863.0,4223.0,4231.0,2234.0,1997.0,1638.9794374852
Oruro,San Pedro de Totora,Totora,Totora,1980-05-09,519,1980-05-09,-68.1799471061,-17.8548895992,San Pedro de Totora,1.8718546925811097e-06,1,Oruro,San Pedro de Totora,Totora,oruro,totora,1413,Gobierno Autónomo Municipal de Totora,Oruro,municipal,GAM,9667747.0,San Pedro de Totora,Totora,4941.0,5531.0,6637.0,3502.0,3135.0,1456.6441163176
Oruro,Sajama,Turco,Turco,1951-07-25,CSL,1957-02-20,-68.5291663211,-18.3367663097,Turco,2.230390236945823e-06,5,Oruro,Sajama,Turco,oruro,turco,1417,Gobierno Autónomo Municipal de Turco,Oruro,municipal,GAM,9552263.0,Sajama,Turco,4160.0,5207.0,5803.0,3028.0,2775.0,1646.0904704463
Oruro,Sabaya,Coipasa,Coipasa,2001-12-20,115,1968-10-18,-68.3127901301,-19.3277591218,Coipasa,3.1655022212362383e-06,9,Oruro,Sabaya,Coipasa,oruro,coipasa,1432,Gobierno Autónomo Municipal de Coipasa,Oruro,municipal,GAM,3541469.0,Sabaya,Coipasa,616.0,903.0,1406.0,739.0,667.0,2518.8257467994
Oruro,Sabaya,Chipaya,Chipaya,2001-12-20,560,1983-09-16,-68.0477092278,-19.0625823033,Chipaya,1.9646176951937377e-06,2,Oruro,Sabaya,Chipaya,oruro,chipaya,,,,,,,,,,,,,,
PotosÃ­,Rafael Bustillo,Chayanta,Chayanta,2009-06-17,ML,1908-10-08,-66.3508319657,-18.4143561553,Chayanta,2.0187237623758847e-06,3,Potosí,Rafael Bustillo,Chayanta,potosi,chayanta,1506,Gobierno Autónomo Municipal de Chayanta,Potosí,municipal,GAM,18383004.0,Rafael Bustillo,Chayanta,14165.0,16129.0,16021.0,8334.0,7687.0,1147.4317458336
Oruro,Ladislao Cabrera,Salinas de GarcÃ­ Mendoza,Salinas de GarcÃ­ Mendoza,1941-10-13,CSL,1941-10-13,-67.6141140058,-19.4366831239,Salinas de GarcÃ­ Mendoza,2.106251258737757e-06,4,Oruro,Ladislao Cabrera,Salinas de Garcí Mendoza,oruro,salinas de garci mendoza,,,,,,,,,,,,,,
PotosÃ­,Sur Chichas,Atocha,Atocha,1863-08-26,246,1963-09-21,-66.1698748052,-21.0703456899,Atocha,2.854385456885211e-06,9,Potosí,Sur Chichas,Atocha,potosi,atocha,1520,Gobierno Autónomo Municipal de Atocha,Potosí,municipal,GAM,21445708.0,Sur Chichas,Atocha,9536.0,11234.0,9610.0,4996.0,4614.0,2231.6033298647
PotosÃ­,Nor Lipez,San Pedro de Quemes,Villa San Pedro de Quemes,1885-12-04,CSL,1949-12-26,-68.1730845141,-21.0003905153,San Pedro de Quemes,2.6845016236620722e-06,8,Potosí,Nor Lipez,San Pedro de Quemes,potosi,san pedro de quemes,1522,Gobierno Autónomo Municipal de San Pedro de Quemes,Potosí,municipal,GAM,5985878.0,Nor Lípez,San Pedro de Quemes,815.0,1060.0,1621.0,876.0,745.0,3692.7069710056
Santa Cruz,Ã‘uflo De ChÃ¡vez,San JuliÃ¡n,San JuliÃ¡n,1915-09-16,1091,1989-02-21,-62.8149725867,-16.7920113423,San JuliÃ¡n,2.354241587454453e-06,6,Santa Cruz,Ã‘uflo De ChÃ¡vez,San Julián,santa cruz,san julian,1739,Gobierno Autónomo Municipal de San Julián,Santa Cruz,municipal,GAM,105893072.0,Ñuflo de Chávez,San Julián,38027.0,47416.0,44909.0,22834.0,22075.0,2357.9476719589
Santa Cruz,Guarayos,El Puente,El Puente,1990-03-06,1143,1990-03-06,-63.4854561555,-16.1467481462,El Puente,2.712148670980241e-06,8,Santa Cruz,Guarayos,El Puente,santa cruz,el puente,1747,Gobierno Autónomo Municipal de El Puente,Santa Cruz,municipal,GAM,20523153.0,Guarayos,El Puente,8633.0,14205.0,17290.0,9824.0,7466.0,1186.9955465587
Santa Cruz,Manuel MarÃ­a Caballero,Comarapa,Comarapa,1960-11-04,23,1960-11-04,-64.4320328356,-17.8023865045,Comarapa,2.0237330318195745e-06,3,Santa Cruz,Manuel María Caballero,Comarapa,santa cruz,comarapa,1741,Gobierno Autónomo Municipal de Comarapa,Santa Cruz,municipal,GAM,24151388.0,Manuel María Caballero,Comarapa,14660.0,15919.0,17195.0,8813.0,8382.0,1404.5587670835
Tarija,Arce,Bermejo,Bermejo,1894-11-08,CSL,1956-12-07,-64.3293290077,-22.6731242026,Bermejo,2.2905423975316808e-06,6,Tarija,Arce,Bermejo,tarija,bermejo,1603,Gobierno Autónomo Municipal de Bermejo,Tarija,municipal,GAM,92477448.0,Arce,Bermejo,33310.0,34505.0,36970.0,18312.0,18658.0,2501.4186637814
Chuquisaca,Nor Cinti,Villa Charcas,Villa Charcas,1984-10-03,4127,2009-12-04,-64.8206980432,-20.5720638766,Villa Charcas,1.8862640445149736e-06,2,Chuquisaca,Nor Cinti,Villa Charcas,chuquisaca,villa charcas,1129,Gobierno Autónomo Municipal de Villa Charcas,Chuquisaca,municipal,GAM,17118963.0,Nor Cinti,Villa Charcas,12302.0,16150.0,14282.0,7070.0,7212.0,1198.6390561546
Tarija,O'Connor,Entre RÃ­os,Entre RÃ­os,1906-12-03,ML,1906-12-03,-64.065871229,-21.3979940037,Entre Rios (La Moreta),2.44926104642218e-06,7,Tarija,O'Connor,Entre Ríos,tarija,entre rios,1611,Gobierno Autónomo Municipal de Entre Ríos,Tarija,municipal,GAM,33960713.0,O'Connor,Entre Ríos,19339.0,21991.0,20864.0,10728.0,10136.0,1627.7182227761
